name,ID,KEGG,HMDB,BiGG
"3(S)-hydroxy-hexacosenoyl-CoA",m00715c,NA,NA,NA
"3(S)-hydroxy-hexacosenoyl-CoA",m00715p,NA,NA,NA
"3(S)-hydroxy-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA",m00716c,NA,NA,NA
"3(S)-hydroxy-tetracosa-6,9,12,15,18-all-cis-pentaenoyl-CoA",m00717p,NA,NA,NA
"3(S)-hydroxy-tetracosa-9,12,15,18,21-all-cis-pentaenoyl-CoA",m00718c,NA,NA,NA
"3,3,5-triiodo-L-thyronine-beta-D-glucuronoside",m00719c,NA,NA,NA
"3,3,5-triiodo-L-thyronine-beta-D-glucuronoside",m00719r,NA,NA,NA
"3,3-diiodo-L-thyronine",m00720c,NA,NA,NA
"3,3-diiodo-L-thyronine",m00720r,NA,NA,NA
"3,3-diiodo-L-thyronine-4-O-sulfate",m00721c,NA,NA,NA
"3,3-diiodo-L-thyronine-beta-D-glucuronoside",m00722c,NA,NA,NA
"3,3-diiodo-L-thyronine-beta-D-glucuronoside",m00722r,NA,NA,NA
"3,4-dihydro-1,4-benzothiazine-3-carboxylate",m00723c,NA,NA,NA
"3,4-dihydro-3-hydroxy-4-S-glutathionyl bromobenzene",m00724c,C14847,NA,NA
"3,4-dihydroxy-5-all-trans-decaprenylbenzoate",m00725m,NA,NA,3dpdhb
"3,4-dihydroxymandelaldehyde",m00726c,C05577,NA,34dhmald
"3,4-dihydroxymandelate",m00727c,C05580,NA,34dhoxmand
"3,4-dihydroxyphenylacetaldehyde",m00728c,C04043,HMDB0003791,34dhpac
"3,4-dihydroxyphenylacetate",m00729c,C01161,HMDB0001336,34dhpha
"3,4-dihydroxyphenylethyleneglycol",m00730c,C05576,HMDB0000318,34dhoxpeg
"3,4-dihydroxyphenylethyleneglycol",m00730s,C05576,HMDB0000318,34dhoxpeg
"3,4-epoxynonanal",m00731c,NA,NA,NA
"3,5,3,5-tetraiodo-L-thyronine-beta-D-glucuronoside",m00732c,NA,NA,NA
"3,5,3,5-tetraiodo-L-thyronine-beta-D-glucuronoside",m00732r,NA,NA,NA
"3,5,3-triiodo-L-thyronine-beta-D-glucuronoside",m00733c,NA,NA,NA
"3,5,3-triiodo-L-thyronine-beta-D-glucuronoside",m00733r,NA,NA,NA
"3,5,3-triiodothyronine-4-sulfate",m00734c,NA,NA,triodthysuf
"3,5,3-triiodothyronine-4-sulfate",m00734s,NA,NA,triodthysuf
"3,5-dihydroxy-3,4-dihydro-1,4-benzothiazine",m00735c,NA,NA,NA
"3,5-diiodo-L-thyronine",m00736c,NA,NA,NA
"3,5-diiodo-L-thyronine",m00736r,NA,NA,NA
"3,5-diiodo-L-thyronine-4-O-sulfate",m00737c,NA,NA,NA
"3,5-diiodo-L-thyronine-beta-D-glucuronoside",m00738c,NA,NA,NA
"3,5-diiodo-L-thyronine-beta-D-glucuronoside",m00738r,NA,NA,NA
"3,5-diiodo-L-tyrosine",m00739c,C01060,NA,35diotyr
"3,5-dioxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA",m00740m,NA,NA,NA
"3,5-dioxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA",m00740p,NA,NA,NA
"3,5-dioxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA",m00741m,NA,NA,NA
"3,5-dioxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA",m00741p,NA,NA,NA
"3,7,24THCA",m00742c,NA,NA,NA
"3,7,24THCA",m00742m,NA,NA,NA
"3,7,24THCA-CoA",m00743c,NA,NA,NA
"3,7,24THCA-CoA",m00743p,NA,NA,NA
"3,8-LD1",m00744c,G00064,NA,acnacngal14acglcgalgluside_hs
"3,8-LD1",m00744g,G00064,NA,acnacngal14acglcgalgluside_hs
"3,8-LD1",m00744s,G00064,NA,acnacngal14acglcgalgluside_hs
"3alpha,12alpha-dihydroxy-5beta-cholanate",m00745c,C04483,HMDB0000626,NA
"3alpha,12alpha-dihydroxy-5beta-cholanate",m00745r,C04483,HMDB0000626,NA
"3alpha,7alpha,12alpha,24(S)-tetrahydroxy-5beta-cholestan-27-al",m00746m,NA,NA,NA
"3alpha,7alpha,12alpha,25-tetrahydroxy-5beta-cholestane-24-one",m00747r,NA,NA,NA
"3alpha,7alpha,12alpha-trihydroxy-5beta-24-oxocholestanoyl-CoA",m00748m,C05467,HMDB0006891,cholcoaone
"3alpha,7alpha,12alpha-trihydroxy-5beta-24-oxocholestanoyl-CoA",m00748p,C05467,HMDB0006891,cholcoaone
"3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA",m00749m,C05460,HMDB0006889,cholcoads
"3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA",m00749p,C05460,HMDB0006889,cholcoads
"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al",m00750c,C01301,NA,thcholst
"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al",m00750m,C01301,NA,thcholst
"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al",m00751m,C01301,NA,NA
"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate",m00752c,C04722,HMDB0003873,thcholstoic
"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate",m00752m,C04722,HMDB0003873,thcholstoic
"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate",m00752p,C04722,HMDB0003873,thcholstoic
"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate",m00752r,C04722,HMDB0003873,thcholstoic
"3alpha,7alpha,24(S)-trihydroxy-5beta-cholestan-27-al",m00753m,NA,NA,NA
"3alpha,7alpha-dihydroxy-24-oxo-5beta-cholestanoyl coa",m00754p,C05449,HMDB0006896,NA
"3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA",m00755p,C05447,NA,dhcholoylcoa
"3alpha,7alpha-dihydroxy-5beta-cholestan-26-al",m00756c,C05445,HMDB0006894,xol7ah2al
"3alpha,7alpha-dihydroxy-5beta-cholestan-26-al",m00756m,C05445,HMDB0006894,xol7ah2al
"3alpha,7alpha-dihydroxy-5beta-cholestan-27-al",m00757m,NA,NA,NA
"3alpha,7alpha-dihydroxy-5beta-cholestanate",m00758c,C04554,HMDB0000359,dhcholestanate
"3alpha,7alpha-dihydroxy-5beta-cholestanate",m00758m,C04554,HMDB0000359,dhcholestanate
"3alpha,7alpha-dihydroxy-5beta-cholestanate",m00758p,C04554,HMDB0000359,dhcholestanate
"3alpha,7alpha-dihydroxy-5beta-cholestanate",m00758r,C04554,HMDB0000359,dhcholestanate
"3alpha-hydroxy-5alpha-pregnan-20-one",m00759c,C13712,NA,NA
"3-amino-propanal",m00760c,C05665,NA,NA
"3beta,7alpha-dihydroxy-5-cholestenoate",m00761m,NA,NA,NA
"3-beta-D-glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein",m00762g,C04903,NA,cs_hs_linkage
"3beta-hydroxy-5-cholestenal",m00763m,NA,NA,NA
"3beta-hydroxy-5-cholestene-27-oate",m00764m,NA,NA,NA
"3-carboxy-1-hydroxypropyl-ThPP",m00765m,C05381,NA,NA
"3-carboxy-alpha-chromanol",m00766c,NA,NA,NA
"3-carboxy-alpha-chromanol",m00766m,NA,NA,NA
"3-decaprenyl-4-hydroxybenzoate",m00767m,NA,NA,3dphb
"3-dehydro-L-gulonate",m00768c,C00618,HMDB0006334,3dhguln
"3-dehydrosphinganine",m00769c,C02934,NA,3dsphgn
"3-demethylubiquinol-10",m00770m,NA,NA,NA
"3-deoxy-D-glycero-D-galacto-2-nonulosonic acid",m00771c,NA,HMDB0000425,kdn
"3-deoxy-D-glycero-D-galacto-2-nonulosonic acid",m00771s,NA,HMDB0000425,kdn
"3-deoxy-D-glycero-D-galacto-2-nonulosonic acid-9-phosphate",m00772c,NA,NA,kdnp
"3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA",m00773m,C11947,HMDB0004601,3h26dm5coa
"3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA",m00773p,C11947,HMDB0004601,3h26dm5coa
"3-hydroxyacyl group of bacterial toxin",m00774c,C11548,NA,NA
"3-hydroxyanthranilate",m00775c,C00632,NA,3hanthrn
"3-hydroxydocosanoyl-CoA",m00776c,NA,NA,NA
"3-hydroxydocosanoyl-CoA",m00776m,NA,NA,NA
"3-hydroxydocosanoyl-CoA",m00776p,NA,NA,NA
"3-hydroxyeicosanoyl-CoA",m00777c,NA,NA,NA
"3-hydroxyeicosanoyl-CoA",m00777m,NA,NA,NA
"3-hydroxyeicosanoyl-CoA",m00777p,NA,NA,NA
"3-hydroxyheneicosanoyl-CoA",m00778c,NA,NA,NA
"3-hydroxyheneicosanoyl-CoA",m00778m,NA,NA,NA
"3-hydroxyheptadecanoyl-[ACP]",m00779c,NA,NA,NA
"3-hydroxyheptadecanoyl-CoA",m00780m,NA,NA,NA
"3-hydroxyheptanoyl-[ACP]",m00781c,NA,NA,NA
"3-hydroxyheptanoyl-CoA",m00782m,NA,NA,NA
"3-hydroxyhexacosanoyl-CoA",m00783c,NA,NA,NA
"3-hydroxyhexacosanoyl-CoA",m00783p,NA,NA,NA
"3-hydroxyisobutyrate",m00784m,C06001,HMDB0000023,3hmp
"3-hydroxyisobutyryl-CoA",m00785m,C04047,NA,3hibutcoa
"3-hydroxykynurenamine",m00786c,C05636,NA,3hxkynam
"3-hydroxykynurenine-O-beta-D-glucoside",m00787c,NA,NA,NA
"3-hydroxy-L-kynurenine",m00788c,C03227,HMDB0001152,hLkynr
"3-hydroxy-N6,N6,N6-trimethyl-L-lysine",m00789c,C01259,NA,3htmelys
"3-hydroxynonadecanoyl-CoA",m00790c,NA,NA,NA
"3-hydroxynonadecanoyl-CoA",m00790m,NA,NA,NA
"3-hydroxynonanoyl-[ACP]",m00791c,NA,NA,NA
"3-hydroxynonanoyl-CoA",m00792m,NA,NA,NA
"3-hydroxyoctadecanoyl-CoA",m00793c,NA,NA,NA
"3-hydroxyoctadecanoyl-CoA",m00793m,NA,NA,NA
"3-hydroxyoctadecanoyl-CoA",m00793p,NA,NA,NA
"3-hydroxypentadecanoyl-[ACP]",m00794c,NA,NA,NA
"3-hydroxypentadecanoyl-CoA",m00795m,NA,NA,NA
"3-hydroxypentanoyl-[ACP]",m00796c,NA,NA,NA
"3-hydroxypentanoyl-CoA",m00797m,NA,NA,NA
"3-hydroxypristanoyl-CoA",m00798p,NA,NA,NA
"3-hydroxypropionyl-CoA",m00799m,C05668,NA,3hpcoa
"3-hydroxytetracosanoyl-CoA",m00800c,NA,NA,NA
"3-hydroxytetracosanoyl-CoA",m00800p,NA,NA,NA
"3-hydroxy-THA-CoA",m00801p,NA,NA,NA
"3-hydroxytricosanoyl-CoA",m00802c,NA,NA,NA
"3-hydroxytridecanoyl-[ACP]",m00803c,NA,NA,NA
"3-hydroxytridecanoyl-CoA",m00804m,NA,NA,NA
"3-hydroxyundecanoyl-[ACP]",m00805c,NA,NA,NA
"3-hydroxyundecanoyl-CoA",m00806m,NA,NA,NA
"3-iodo-L-tyrosine",m00807c,C02515,NA,3ityr__L
"3-isoLM1",m00808c,G00047,NA,NA
"3-keto-4-methylzymosterol",m00809c,C15816,NA,4mzym_int2
"3-keto-beta-D-galactose",m00810s,C05394,NA,NA
"3-keto-eicosa-8,11,14,17-all-cis-tetraenoyl-CoA",m00811c,NA,NA,NA
"3-ketolactose",m00812s,C05403,NA,NA
"3-ketopristanoyl-CoA",m00813p,C07297,HMDB0002057,NA
"3-keto-THA-CoA",m00814p,NA,NA,NA
"3-mercaptolactate",m00815c,C05823,NA,mercplac
"3-mercaptolactate-cysteine-disulfide",m00816c,NA,HMDB0006512,mercplaccys
"3-mercaptolactate-cysteine-disulfide",m00816s,NA,HMDB0006512,mercplaccys
"3-methoxy-4-hydroxy-5-all-trans-decaprenylbenzoate",m00817m,NA,NA,3dpdhb_me
"3-methoxy-4-hydroxyphenylacetaldehyde",m00818c,C05581,NA,3mox4hpac
"3-methoxy-4-hydroxyphenylethyleneglycol",m00819c,C05594,NA,NA
"3-methoxy-4-hydroxyphenylglycolaldehyde",m00820c,C05583,NA,3m4hpga
"3-methoxytyramine",m00821c,C05587,HMDB0000022,3moxtyr
"3-methyl-2-oxobutanoate-dehydrogenase",m00822c,C04726,NA,NA
"3-methyl-2-oxobutanoate-dehydrogenase-phosphate",m00823c,C01308,NA,NA
"3-methyl-2-oxobutyrate",m00824c,C00141,HMDB0000019,3mob
"3-methyl-2-oxobutyrate",m00824m,C00141,HMDB0000019,3mob
"3-methylcrotonoylglycine",m00825m,NA,NA,NA
"3-methylcrotonyl-CoA",m00826m,C03069,HMDB0001493,3mb2coa
"3-methylglutaconyl-CoA",m00827m,C03231,NA,3mgcoa
"3-monoiodo-L-thyronine",m00828c,NA,NA,NA
"3-monoiodo-L-thyronine",m00828r,NA,NA,NA
"3-monoiodo-L-thyronine-4-O-sulfate",m00829c,NA,NA,NA
"3-O-methyldopa",m00830c,NA,HMDB0001434,NA
"3-oxo-(2S)-methylisocapryloyl-CoA",m00831m,NA,NA,NA
"3-oxo-(2S,6R,10R)-trimethyl-hendecanoyl-CoA",m00832p,NA,NA,NA
"3-oxo-(4R,8R,12R)-trimethyl-tridecanoyl-CoA",m00833p,NA,NA,NA
"3-oxo-(6Z,9Z,12Z)-octadecatrienoyl-CoA",m00834m,NA,NA,NA
"3-oxo-(6Z,9Z,12Z)-octadecatrienoyl-CoA",m00834p,NA,NA,NA
"3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoate",m00835c,NA,NA,NA
"3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoate",m00835m,NA,NA,NA
"3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoate",m00835p,NA,NA,NA
"3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA",m00836m,NA,NA,NA
"3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA",m00836p,NA,NA,NA
"3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoate",m00837c,NA,NA,NA
"3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoate",m00837m,NA,NA,NA
"3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoate",m00837p,NA,NA,NA
"3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA",m00838m,NA,NA,NA
"3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA",m00838p,NA,NA,NA
"3-oxo-11cis-docosenoyl-CoA",m00839c,NA,NA,NA
"3-oxo-11-cis-eicosenoyl-CoA",m00840c,NA,NA,NA
"3-oxo-11-cis-eicosenoyl-CoA",m00840m,NA,NA,NA
"3-oxo-11-cis-eicosenoyl-CoA",m00840p,NA,NA,NA
"3-oxo-11-cis-octadecenoyl-CoA",m00841m,NA,NA,NA
"3-oxo-11-cis-octadecenoyl-CoA",m00841p,NA,NA,NA
"3-oxo-13cis-docosenoyl-CoA",m00842c,NA,NA,NA
"3-oxo-13cis-docosenoyl-CoA",m00842m,NA,NA,NA
"3-oxo-13cis-docosenoyl-CoA",m00842p,NA,NA,NA
"3-oxo-13-cis-eicosenoyl-CoA",m00843c,NA,NA,NA
"3-oxo-13-cis-eicosenoyl-CoA",m00843m,NA,NA,NA
"3-oxo-13-cis-eicosenoyl-CoA",m00843p,NA,NA,NA
"3-oxo-4(R),8-dimethyl-nonanoyl-CoA",m00844m,NA,NA,NA
"3-oxo-4-methyl-pentanoyl-CoA",m00845m,NA,NA,NA
"3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA",m00846m,NA,NA,NA
"3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA",m00846p,NA,NA,NA
"3-oxo-6(R)-hydroxy-tetradec-8-cis-enoate",m00847m,NA,NA,NA
"3-oxo-6(S)-hydroxy-tetradec-(8Z)-enoate",m00848m,NA,NA,NA
"3-oxo-7-hexadecenoyl-CoA",m00849m,NA,NA,NA
"3-oxo-7-hexadecenoyl-CoA",m00849p,NA,NA,NA
"3-oxo-8(R)-hydroxy-hexadeca-(6E,10Z)-dienoate",m00850m,NA,NA,NA
"3-oxo-8(S)-hydroxy-hexadeca-(6E,10Z)-dienoate",m00851m,NA,NA,NA
"3-oxo-9-cis-eicosenoyl-CoA",m00852c,NA,NA,NA
"3-oxo-all-cis-6,9,12,15,18-tetracosapentaenoyl-CoA",m00853p,NA,NA,NA
"3-oxo-cis,cis-5,8-tetradecadienoyl-CoA",m00854m,NA,NA,NA
"3-oxo-cis,cis-5,8-tetradecadienoyl-CoA",m00854p,NA,NA,NA
"3-oxo-cis,cis-7,10-hexadecadienoyl-CoA",m00855m,NA,NA,NA
"3-oxo-cis,cis-7,10-hexadecadienoyl-CoA",m00855p,NA,NA,NA
"3-oxo-cis-15-tetracosaenoyl-CoA",m00856c,NA,NA,NA
"3-oxo-cis-15-tetracosaenoyl-CoA",m00856p,NA,NA,NA
"3-oxodecanoyl-[ACP]",m00857c,C05753,NA,NA
"3-oxodecanoyl-CoA",m00858m,C05265,NA,3odcoa
"3-oxodecanoyl-CoA",m00858p,C05265,NA,3odcoa
"3-oxo-dihomo-gamma-linolenoyl-CoA",m00859c,NA,NA,NA
"3-oxo-dihomo-gamma-linolenoyl-CoA",m00859m,NA,NA,NA
"3-oxo-dihomo-gamma-linolenoyl-CoA",m00859p,NA,NA,NA
"3-oxodocasa-cis,cis-13,16-dienoyl-CoA",m00860c,NA,NA,NA
"3-oxo-docosa-10,13,16,19-all-cis-tetraenoyl-CoA",m00861c,NA,NA,NA
"3-oxo-docosa-13,16,19-all-cis-trienoyl-CoA",m00862c,NA,NA,NA
"3-oxo-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA",m00863c,NA,NA,NA
"3-oxo-docosa-7,10,13,16-all-cis-tetraenoyl-CoA",m00864c,NA,NA,NA
"3-oxo-docosa-cis,cis,cis-10,13,16-trienoyl-CoA",m00865c,NA,NA,NA
"3-oxodocosanoyl-CoA",m00866c,NA,NA,NA
"3-oxodocosanoyl-CoA",m00866m,NA,NA,NA
"3-oxodocosanoyl-CoA",m00866p,NA,NA,NA
"3-oxododecanoyl-[ACP]",m00867c,C05756,NA,NA
"3-oxododecanoyl-CoA",m00868m,C05263,NA,3oddcoa
"3-oxododecanoyl-CoA",m00868p,C05263,NA,3oddcoa
"3-oxoeicosa-cis,cis,cis-11,14,17-trienoyl-CoA",m00869c,NA,NA,NA
"3-oxoeicosa-cis,cis-11,14-dienoyl-CoA",m00870c,NA,NA,NA
"3-oxo-eicosadienoyl-CoA",m00871c,NA,NA,NA
"3-oxoeicosanoyl-CoA",m00872c,NA,NA,NA
"3-oxoeicosanoyl-CoA",m00872m,NA,NA,NA
"3-oxoeicosanoyl-CoA",m00872p,NA,NA,NA
"3-oxoheneicosanoyl-CoA",m00873c,NA,NA,NA
"3-oxoheneicosanoyl-CoA",m00873m,NA,NA,NA
"3-oxoheptadecanoyl-[ACP]",m00874c,NA,NA,NA
"3-oxoheptadecanoyl-CoA",m00875m,NA,NA,NA
"3-oxoheptanoyl-[ACP]",m00876c,NA,NA,NA
"3-oxoheptanoyl-CoA",m00877m,NA,NA,NA
"3-oxohexacosanoyl-CoA",m00878c,NA,NA,3ohxccoa
"3-oxohexacosanoyl-CoA",m00878p,NA,NA,3ohxccoa
"3-oxo-hexacosenoyl-CoA",m00879c,NA,NA,NA
"3-oxo-hexacosenoyl-CoA",m00879p,NA,NA,NA
"3-oxohexadecanoyl-[ACP]",m00880c,C05762,NA,NA
"3-oxohexanoyl-[ACP]",m00881c,C05746,NA,NA
"3-oxohexanoyl-CoA",m00882m,C05269,NA,NA
"3-oxohexanoyl-CoA",m00882p,C05269,NA,NA
"3-oxolaur-6-cis-enoyl-CoA",m00883m,NA,NA,NA
"3-oxolaur-6-cis-enoyl-CoA",m00883p,NA,NA,NA
"3-oxolinoleoyl-CoA",m00884m,NA,NA,NA
"3-oxolinoleoyl-CoA",m00884p,NA,NA,NA
"3-oxomyrist-5-enoyl-CoA",m00885m,NA,NA,NA
"3-oxomyrist-5-enoyl-CoA",m00885p,NA,NA,NA
"3-oxomyrist-7-enoyl-CoA",m00886m,NA,NA,NA
"3-oxomyrist-7-enoyl-CoA",m00886p,NA,NA,NA
"3-oxononadecanoyl-CoA",m00887c,NA,NA,NA
"3-oxononadecanoyl-CoA",m00887m,NA,NA,NA
"3-oxononanoyl-[ACP]",m00888c,NA,NA,NA
"3-oxononanoyl-CoA",m00889m,NA,NA,NA
"3-oxooctadecanoyl-CoA",m00890c,C16216,HMDB0006498,3ohodcoa
"3-oxooctadecanoyl-CoA",m00890m,C16216,HMDB0006498,3ohodcoa
"3-oxooctadecanoyl-CoA",m00890p,C16216,HMDB0006498,3ohodcoa
"3-oxooctanoyl-[ACP]",m00891c,C05750,NA,NA
"3-oxooctanoyl-CoA",m00892m,C05267,NA,NA
"3-oxooctanoyl-CoA",m00892p,C05267,NA,NA
"3-oxooleoyl-CoA",m00893m,NA,NA,NA
"3-oxooleoyl-CoA",m00893p,NA,NA,NA
"3-oxopalmitoleoyl-CoA",m00894m,NA,NA,NA
"3-oxopalmitoleoyl-CoA",m00894p,NA,NA,NA
"3-oxopalmitoyl-CoA",m00895m,C05259,NA,3ohdcoa
"3-oxopalmitoyl-CoA",m00895p,C05259,NA,3ohdcoa
"3-oxopentadecanoyl-[ACP]",m00896c,NA,NA,NA
"3-oxopentadecanoyl-CoA",m00897m,NA,NA,NA
"3-oxopentanoyl-[ACP]",m00898c,NA,NA,NA
"3-oxopentanoyl-CoA",m00899m,NA,NA,NA
"3-oxopropanoate",m00900m,C00222,NA,msa
"3-oxo-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA",m00901c,NA,NA,NA
"3-oxo-tetracosa-9,12,15,18,21-all-cis-pentaenoyl-CoA",m00902c,NA,NA,NA
"3-oxo-tetracosa-9,12,15,18-all-cis-tetraenoyl-CoA",m00903c,NA,NA,NA
"3-oxotetracosanoyl-CoA",m00904c,NA,NA,NA
"3-oxotetracosanoyl-CoA",m00904p,NA,NA,NA
"3-oxotetradecanoyl-[ACP]",m00905c,C05759,NA,NA
"3-oxotetradecanoyl-CoA",m00906m,C05261,NA,3otdcoa
"3-oxotetradecanoyl-CoA",m00906p,C05261,NA,3otdcoa
"3-oxotricosanoyl-CoA",m00907c,NA,NA,NA
"3-oxotridecanoyl-[ACP]",m00908c,NA,NA,NA
"3-oxotridecanoyl-CoA",m00909m,NA,NA,NA
"3-oxoundecanoyl-[ACP]",m00910c,NA,NA,NA
"3-oxoundecanoyl-CoA",m00911m,NA,NA,NA
"3-phosphoadenylylselenate",m00912c,C05696,NA,3padsel
"3-phospho-D-glycerate",m00913c,C00197,NA,3pg
"3-phospho-D-glycerate",m00913m,C00197,NA,3pg
"3-phosphonooxypyruvate",m00914c,C03232,NA,3php
"3-phosphopolynucleotide",m00915c,C03463,NA,NA
"3-phosphoserine",m00916c,C01005,HMDB0000272,pser__L
"3-succinoylpyridine",m00917c,C19569,NA,NA
"3-sulfinoalanine",m00918c,C00606,NA,3sala
"3-sulfinoalanine",m00918m,C00606,NA,3sala
"3-sulfinylpyruvic acid",m00919c,C05527,NA,3snpyr
"3-sulfinylpyruvic acid",m00919m,C05527,NA,3snpyr
"3-sulfopyruvate",m00920c,C05528,HMDB0004045,3spyr
"3-sulfopyruvate",m00920m,C05528,HMDB0004045,3spyr
"3-UMP",m00921c,C01368,NA,NA
"3-ureidoisobutyrate",m00922c,C05100,HMDB0002031,3uib
"3-ureidopropionate",m00923c,C02642,HMDB0000026,cala
"4-(2-amino-3-hydroxyphenyl)-2,4-dioxobutanoate",m00924c,C05645,NA,42A3HP24DB
"4-(2-amino-3-hydroxyphenyl)-4-oxobutanoic acid-O-glucoside",m00925c,NA,NA,NA
"4-(2-aminophenyl)-2,4-dioxobutanoate",m00926c,C01252,HMDB0000978,4aphdob
"4-(methylnitrosamino)-1-(1-oxido-3-pyridinyl)-1-butanone",m00927c,C19602,NA,NA
"4-(methylnitrosamino)-1-(3-pyridyl)-1-butanol glucuronide",m00928c,C19605,NA,NA
"4-(methylnitrosamino)-1-(3-pyridyl)-1-butanol",m00929c,C19574,NA,NA
"4-(methylnitrosamino)-1-(3-pyridyl-N-oxide)-1-butanol",m00930c,C19603,NA,NA
"4-(nitrosoamino)-1-(3-pyridinyl)-1-butanone",m00931c,C19564,NA,NA
"4-(n-nitrosomethylamino)-1-(3-pyridyl)-1-butanone",m00932c,C16453,NA,NA
"4-(n-nitrosomethylamino)-1-(3-pyridyl)-1-butanone",m00932s,C16453,NA,NA
"4(R),8-dimethyl-nonanoyl-CoA",m00933c,NA,NA,dmnoncoa
"4(R),8-dimethyl-nonanoyl-CoA",m00933m,NA,NA,dmnoncoa
"4(R),8-dimethyl-nonanoyl-CoA",m00933p,NA,NA,dmnoncoa
"4(R),8-dimethyl-trans-2-nonenoyl-CoA",m00934m,NA,NA,NA
"4(R)-hydroxy-dodec-(6Z)-enoate",m00935m,NA,NA,NA
"4(S)-hydroxy-dodec-(6Z)-enoate",m00936m,NA,NA,NA
"4,4-dimethyl-14alpha-formyl-5alpha-cholesta-8,24-dien-3beta-ol",m00937c,NA,NA,NA
"4,4-dimethyl-14alpha-formyl-5alpha-cholesta-8-en-3beta-ol",m00938c,NA,NA,NA
"4,4-dimethyl-14alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol",m00939c,NA,NA,NA
"4,4-dimethyl-14alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol",m00940c,NA,NA,NA
"4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol",m00941c,C11455,HMDB0001023,44mctr
"4,4-dimethyl-5alpha-cholesta-8,14-dien-3-beta-ol",m00942c,NA,NA,NA
"4,4-dimethyl-5alpha-cholesta-8-en-3-beta-ol",m00943c,C15915,HMDB0006840,NA
"4,5-dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene",m00944c,C14855,NA,NA
"4,6,7-trihydroxy-1,2,3,4-tetrahydroisoquinoline",m00945c,NA,NA,NA
"4,6-dideoxy-4-oxo-dTDP-D-glucose",m00946c,C11907,HMDB0001399,dtdp4d6dg
"4,6-dihydroxyquinoline",m00947c,C05639,NA,46dhoxquin
"4,8,12-trimethyltridecanoyl-CoA",m00948p,C07296,NA,NA
"4,8-dihydroxyquinoline",m00949c,C05637,NA,48dhoxquin
"4,8-dimethylnonanoylcarnitine",m00950c,NA,NA,dmnoncrn
"4,8-dimethylnonanoylcarnitine",m00950m,NA,NA,dmnoncrn
"4-[(hydroxymethyl)nitrosoamino]-1-(3-pyridinyl)-1-butanone",m00951c,C19563,NA,NA
"4-acetamidobutanoate",m00952c,C02946,HMDB0003681,4aabutn
"4alpha-carboxy-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol",m00953c,C15808,NA,NA
"4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol",m00954c,NA,NA,NA
"4alpha-carboxy-5alpha-cholesta-8,24-dien-3beta-ol",m00955c,NA,NA,NA
"4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol",m00956c,NA,NA,NA
"4alpha-formyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol",m00957c,NA,NA,NA
"4alpha-formyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol",m00958c,NA,NA,NA
