Row,deltaFPmat1,deltaFPmat2,deltaFPmat3,deltaFPmat4,deltaFPmat5,deltaFPmat6,deltaFPmat7,deltaFPmat8,deltaFPmat9,deltaFPmat10,deltaFPmat11,deltaFPmat12,deltaFPmat13,deltaFPmat14,deltaFPmat15,deltaFPmat16,deltaFPmat17,deltaFPmat18,deltaFPmat19,deltaFPmat20,deltaFPmat21,deltaFPmat22,deltaFPmat23
"dopamine-skin",0.617568837206343,1.00001745457388,1,0.999937398065693,0.97778213396525,0.607432688054604,0.612269160379478,0.987810159010626,1.00000004387605,1,1,1.0000000000004,1.00000100017883,1,1,1,1.000000001,1,1,1,1,1,1
"EPA-skin",0.0714061151531452,0.163123459007797,0.0714061151531452,0.133975832962643,0.144337465005181,0.170853777159192,0.17661779126058,0.17662801723226,0.176628028698197,0.176628076028991,0.176629033866081,0.177312306709912,0.108407907325873,0.108294324402221,0.112678539597245,0.115071829253995,0.11519819374667,0.115200859083669,0.115197424251303,0.115204891624524,0.11787904881787,0.117877842607875,0.117872602433425
"adrenaline-skin",0.0823236774481278,0.074510239361041,0.38995852052855,0.389920578795191,0.324441236941905,0.0746288428788408,0.0745249859350083,0.0745248787731839,0.0745248746817899,0.0745248921958284,0.0745251181447301,0.074524882692443,0.0745248786818811,0.0745248787656799,0.0745248812340478,0.0745265466029695,0.074524875401435,0.0745248590174711,0.0745250211523694,0.0745248786659114,0.0745247298054803,0.074524954251325,0.0745226498931917
"vitamin D2-skin",1.24858611523712e-05,4.41171584780187e-05,1.26169260719136e-05,2.29252469409608e-05,3.87023624191518e-05,4.47611864084208e-05,4.47931278374503e-05,4.47931599365792e-05,4.47931599686646e-05,4.47931599687201e-05,4.47931599687201e-05,4.47931599687201e-05,4.47931599687201e-05,4.47931599687201e-05,4.47931599687201e-05,4.47931599687201e-05,4.47931599687201e-05,4.47931599687201e-05,4.47931599687201e-05,4.47931599687201e-05,4.47931599687201e-05,4.47931599687201e-05,4.47931599687201e-05
"estradiol-17beta-skin",0.00140713495290375,0.0495857633946556,0.0133874212908016,0.0220874186969894,0.0285646742909526,0.0427580214130311,0.0430691661770322,0.0442459816464462,0.0532191913619665,0.0532784222923746,0.0532784226110654,0.0532779470479132,0.0532784242961961,0.0532801074668037,0.0532801074162759,0.0532783626240236,0.0532203355729588,0.0515008945349871,0.0514466726923752,0.0514463214147802,0.0514463273258319,0.051446398742787,0.0514519160000402
"estrone-glucuronide-skin",0.0052352863647554,0.370513830418914,0.999922672740561,0.97503249947434,0.327447039839582,0.303368215752345,0.305493640923202,0.365528242753386,0.367314189862664,0.369090080894869,0.419021526626421,0.414727988328875,0.389698055700907,0.38956429016951,0.389564141498241,0.389549755169403,0.377707331483869,0.322819155073789,0.322508740754029,0.322507845916293,0.32250840167953,0.322508078891513,0.322506284252352
"ethanol-skin",0.0340903870363338,0.0817743621118789,0.0346923478936174,0.0664880433866783,0.0704644497139863,0.0790867088785302,0.0793022219418942,0.0793125236148716,0.079534797326864,0.0850322750529585,0.0851734988587126,0.0851736933371861,0.0851737208419399,0.0851736933796963,0.0851735089377921,0.0851736935496411,0.0851737907063611,0.0851855755109518,0.0851736994471156,0.0852023941176273,0.0851687814560843,0.0851739383803419,0.085173693549729
"ethanolamine-skin",0.0250786887035218,0.0371519101410239,0.0250755728162788,0.0234915572876826,0.0285731821378633,0.038222269933493,0.0385215174184155,0.038521860545307,0.0385244864447875,0.0385247800692051,0.039252880368405,0.0396887882833499,0.0396870374045301,0.0396935541592777,0.039688681696068,0.0396870782629412,0.0396893700715212,0.0396882941717794,0.0396848564213531,0.0396894470662084,0.0396906362056704,0.039916861583688,0.0395160600774089
"formaldehyde-skin",0.0142636456319235,0.0286280311106143,0.0142660873703292,0.0152046250411525,0.0177215408137147,0.0253349206068197,0.0282868179693798,0.0282927289215895,0.0282927436345181,0.0282982686567782,0.0307880290280316,0.0328930997322039,0.0329079052940845,0.0328968962819314,0.0328980034171841,0.0328959544313836,0.0328969044668242,0.0328956094417169,0.0328976602159131,0.0328522628483709,0.0328986056967148,0.0328768475226891,0.0328060388838681
"formate-skin",0.071986135206053,0.0366332431278726,0.0780358563977501,0.054717070348196,0.0385867559707349,0.109927983934721,0.0426881322445812,0.0361837594062266,0.0349505286149837,0.035910628128237,0.0353046510052948,0.033419744064157,0.0363369420944507,0.0341408702129528,0.0402098621083643,0.0376485464001269,0.0373271136559449,0.0364455747530407,0.0352467949412804,0.0352527300756155,0.0352251926722439,0.0352062518125487,0.0352548563478111
"4-aminobutyrate-skin",0.00494722272642073,0.00253032917687807,0.0107572117471863,0.00494938417710211,0.00472972506233915,0.00464075911854733,0.00462864282019348,0.00328781283504609,0.00235334313055967,0.00235334510645667,0.00235334510603817,0.00235334510603813,0.00235334510603816,0.00235334510603816,0.00235334640056881,0.00235317271130717,0.00235334526354292,0.00235395375145911,0.00235334566262944,0.00235925518509064,0.0023577300172218,0.00235331999072098,0.00235381051436029
"gamma-linolenate-skin",0.0714061151531452,0.0681280304523894,0.0714061151531452,0.0714061151523908,0.0714097729467273,0.0714047280278395,0.0700429525363021,0.0648968706116947,0.0648465608050026,0.0633911396711993,0.0695584861869954,0.0799099736862924,0.0799822748658129,0.079982382329059,0.0897903687882507,0.091048731703706,0.07844986940105,0.0762535334714509,0.0762534276521829,0.0762046575210209,0.0676483273191786,0.0676483358788044,0.067647088835821
"glucosamine-skin",0.0048445202289748,0.0090080833759292,0.00485519559230255,0.00549313525850503,0.00538751973976477,0.00614440552336819,0.00546722076883494,0.00557156751497309,0.00546828808765568,0.00595637226317462,0.00627105183740971,0.00627145711868486,0.00618581826519757,0.00241149697322289,0.00398333205603711,0.00399828564298835,0.00274321976630093,0.00289376977686555,0.00289377246408465,0.00289372236031951,0.00289386976565409,0.00289618289953182,0.00289412996487162
"glycerol-skin",0.146143637978185,0.146105308859407,0.146143642730249,0.146143652847236,0.146143637978185,0.146143637978185,0.146143637978185,0.146143638004173,0.146143638004173,0.146143637978357,0.146143637978185,0.146143638100388,0.146143639080623,0.146143621382252,0.146145156306911,0.146137525619558,0.146143664099702,0.146143642217142,0.146143781406182,0.146144641011111,0.146147526030795,0.14614371986285,0.146144208191478
"glycine-skin",0.0962308449908749,0.821106951778674,0.999974632040884,0.999403211521249,0.997887894268891,0.960116846869567,0.956836064293057,0.943646456550051,0.859813976178355,0.755865843781806,0.752025379828288,0.758164607523519,0.752013358952327,0.756230332892223,0.70608741086941,0.444414507865412,0.435585358712805,0.433806181987503,0.432312174414752,0.456771585556619,0.55556732913444,0.558827511471209,0.560359316029408
"glycolate-skin",0.0655905545972056,0.0196780748962469,0.0696726214375668,0.0696832406437045,0.0784720651778777,0.107877590749726,0.0424258879774624,0.0250266699878739,0.0169869304279795,0.0161197488502469,0.0157863645806713,0.0148981855945251,0.014749271734202,0.0144841650728981,0.0143933897215978,0.0143662939206157,0.0141246304825851,0.0140296545649952,0.0140289524600234,0.0140288746781841,0.0140370368728912,0.0140048215712948,0.0139305976544315
"guanine-skin",0.103933211908647,0.127097835567582,0.103933394738588,0.103977369235363,0.117425569481062,0.17337562858359,0.147628245726429,0.128537413331013,0.129344926046536,0.135653570887461,0.138342929513413,0.138350110136922,0.138343939211752,0.138348101235433,0.138358276706672,0.138357249914167,0.138354458351631,0.138347777080194,0.138357522229774,0.138358141032793,0.138357152324527,0.138356696809947,0.147868111893818
"histamine-skin",0.00165600752321968,0.0602824927214168,0.389958598619731,0.38996085580475,0.390164131797294,0.413953397132617,0.0489345062525509,0.0508978996781415,0.0502538578329094,0.0502530652731795,0.0502530644804596,0.0502530644796669,0.0502530644796662,0.0502530644796661,0.0502530644796661,0.0502530644796661,0.0502530644796661,0.0502530644796661,0.0502530644796661,0.0502530644796661,0.0502530644796661,0.0502530661231405,0.0502545032882694
"4-hydroxyphenyllactate-skin",0,9.12405083571821e-05,1.68974834124924e-11,9.43915894335845e-08,3.81805698168591e-13,1.79508963249475e-10,2.22044604925031e-16,2.22044604925031e-16,0,4.99999874836732e-10,1.01465913449061e-09,6.25000626253147e-07,7.9059884501298e-06,7.61272156424297e-11,1.30088446370635e-06,1.79546920853202e-06,2.52096043862338e-06,4.15860074165497e-06,4.98685333483184e-06,4.76153286466108e-06,4.06603441804876e-07,1.90587519521834e-06,2.94901332154041e-05
"hypoxanthine-skin",0.103933211908647,0.283721190625673,0.10393580294292,0.105331443006969,0.197527869178367,0.277013945813702,0.285565272173091,0.25851686985506,0.258629917578414,0.292192011028788,0.324579173974332,0.324643813493895,0.324649479019945,0.324646928944924,0.324644192827737,0.324642945934397,0.32463736465048,0.324659822299046,0.324671198204358,0.324664655053542,0.324646902684203,0.324640478351206,0.324654303162233
"4-hydroxy-2-quinolinecarboxylic acid-skin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"arginine-skin",0.0692664043660363,1.00001711891568,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cysteine-skin",0.693315654692899,0.821106951778674,0.999974632040884,0.999403211521249,0.997887894268891,0.960116846869567,0.956836064293057,0.943646456550051,0.859813976178355,0.773488541442248,0.77724472000738,0.777265400058946,0.777249013014025,0.777754432021978,0.792205257794405,0.792644298247214,0.792644725093879,0.792644726328781,0.792644725544546,0.792644768988002,0.792645091289465,0.792645867859764,0.792644762380822
"L-dopa-skin",0.0823236774481278,0.967729166444419,1,1,1.00000000017783,1,1,1,1,1.00000000038165,1.00000047785296,1.0000000013593,1,1.000000001,1.000000002,1.000003000009,1.00000000017783,1.00000017816939,1.00000043064264,1.00000003162278,1.00000009604617,1.00000019766393,1.00000100243333
"6-deoxy-L-galactose-skin",0.00271729737309012,0.0177829026565426,0.00919130741929131,0.0760573549811652,0.0919460199304589,0.0975496025238854,0.0655279501999884,0.0620612437047234,0.0550571356778135,0.0349629892130816,0.0274759967893305,0.0281097581721765,0.0298308474330705,0.0350827113654054,0.0296939934408784,0.030171070750666,0.0312242056555094,0.0345581094281109,0.0304976113157415,0.0987738054234629,0.127610116401717,0.141942532863403,0.14194307850925
"glutamate-skin",0.479507121991678,0.821106951778674,0.999974632040884,0.999403211521249,0.997887894268891,0.960116846869567,0.956836064293057,0.943646456550051,0.859813976178355,0.755865843781806,0.752025379828288,0.758164607523519,0.752013358952327,0.756230332892223,0.70608741086941,0.479507250928262,0.479508398089462,0.479510375170893,0.479507593666579,0.47952212916842,0.55556732913444,0.558827511471209,0.560359316029408
"glutamine-skin",0.147238261516268,1.00004395212231,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.000000001,1
"kynurenine-skin",0.0227882260831904,0.0279657018945829,0.0227882260836972,0.0227882263453191,0.0227884738586472,0.0230209187642314,0.0241260106912805,0.0234820100523635,0.0287452245357971,0.030238018477964,0.0302397817834071,0.0302397817246178,0.0302397827010721,0.0302398119644042,0.030239781936432,0.0302397817245923,0.0302397847439977,0.0302397466831932,0.0302399174277094,0.0302400652237901,0.0302405417934249,0.0302398967334242,0.030239862759791
"leucine-skin",0.80274281616085,0.821106951778674,0.999974632040884,0.999403211521249,0.997887894268891,0.960116846869567,0.956836064293057,0.943646456550051,0.859813976178355,0.80274281616085,0.80274281616085,0.80274281616085,0.80274281616085,0.80274281616085,0.80274281616085,0.80274281616085,0.80274281616085,0.80274281616085,0.80274281616085,0.80274281616085,0.80274281616085,0.802742807982399,0.802741994493838
"valine-skin",0.0692664043660363,0.821106951778674,0.999974632040884,0.999403211521249,0.997887894268891,0.960116846869567,0.956836064293057,0.943646456550051,0.859813976178355,0.755865843781806,0.752025379828288,0.758164607523519,0.752013358952327,0.756230332892223,0.70608741086941,0.444414507865412,0.435585358712805,0.433806181987503,0.432312174414752,0.456771585556619,0.55556732913444,0.558827511471209,0.560359316029408
"lathosterol-skin",0.0299412741567534,0.0803689093421359,0.0299707344436019,0.0349153978214947,0.0617491629653937,0.0784815854732719,0.0751486223832465,0.0823825100295339,0.0824281170856922,0.0824281629325813,0.0824281629788629,0.0824272374864924,0.0824282445322302,0.0824281629784744,0.0824276089564423,0.0824289029745814,0.0824287042814803,0.082427540660296,0.0824296555852634,0.0824426280722353,0.0824293813673061,0.0824305461268003,0.0824405852516149
"leukotriene A4-skin",0.0247210198165283,0.0516521453921285,0.024866623162369,0.036848957130781,0.0334312806730764,0.00979451016267729,0.00980422804072001,0.0597343056994301,0.0579935372672412,0.00572330590088183,0.0690398083878541,0.0729655167829968,0.0734813505633035,0.0741876002101104,0.0739171234873132,0.0735213100912427,0.081859406776104,0.137703444543998,0.128978128023295,0.128281135601143,0.130242362439016,0.132627419349287,0.135115532292781
"leukotriene B4-skin",0.0778925531763736,0.386369962718484,0.356823778177271,0.356814520674749,0.348200612458324,0.3299812636306,0.384371504950283,0.384702947196527,0.384713785910137,0.393505439725493,0.43267806971158,0.403484801932824,0.403303262728873,0.403303080321427,0.403303080067228,0.403303080067045,0.403303080067045,0.403303080067045,0.403303080067045,0.403303080067045,0.403303080067045,0.403303080067045,0.403303083491776
"leukotriene C4-skin",0.0130968130507053,0.0130956031663053,0.0131330520000597,0.0130979191261718,0.0130968436549486,0.0131267242287829,0.0130969603522742,0.0194392741015599,0.0187134352443475,0.013096813124354,0.0130968867262609,0.0130968130507053,0.0130968130507053,0.0130968130507053,0.0130968130506884,0.0130968130507053,0.0130968130507052,0.0130968130507052,0.0130968130507053,0.0130968130506632,0.0130968120862662,0.0130968130507053,0.0130968130507053
"linoleate-skin",0.463833101073858,0.309510867323455,0.467759657556703,0.467762214521321,0.467981883398454,0.435556116129685,0.435269395110852,0.435266981292557,0.434979122506117,0.39105957367912,0.383501981923427,0.378317168103569,0.378317265614613,0.378857219932864,0.378857245741625,0.378876967058123,0.378857393368367,0.378857017236146,0.378856721225574,0.37887039969918,0.37885580016638,0.378859472571054,0.378856964918069
"triiodothyronine-skin",0.0105407477873028,1.89956228040938e-05,0.000206213152043909,0.000299883653635313,0.000388134017575648,0.000388304931782185,0.000388293610979029,0.000376875914670532,0,2.77555756156289e-17,2.77555756156289e-17,1.38777878078145e-17,5.55111512312578e-17,0,2.77555756156289e-17,2.77555756156289e-17,4.90415337139963e-05,5.49197702970627e-05,0.00012623643490095,0.000126914580814486,0.000134102578481093,0.000189624037045394,0.000208064143875336
"lipoxin A4-skin",0.0423404018868973,0.0582470773810896,0.0423663881618788,0.0655308724379019,0.0574319147993949,0.0628159065718903,0.0640038643610963,0.0640053434097375,0.064092360715826,0.0754072740007188,0.0733037886902193,0.0860362194981625,0.0862441857359814,0.0978812920116679,0.109217815334531,0.108237707181028,0.119424953887856,0.119642211096671,0.123606075567051,0.127566340098817,0.100725894384228,0.105003158001097,0.112843313483539
"methanol-skin",0.0337011053979224,0.446141898503888,0.999998266970684,0.99913367742732,0.61026495543699,0.450470582599104,0.450816590896963,0.450816938631575,0.450816939299983,0.450816938999701,0.450816939059828,0.45081693897966,0.45081693897966,0.450816939596123,0.450816750324185,0.45081693897966,0.450815901676651,0.45081694151479,0.450799211247136,0.45081693897966,0.450816919570034,0.45081923487601,0.450819536044086
"myristic acid-skin",0.118779391733749,0.109748263195833,0.118779390797368,0.11877915493828,0.118644785567126,0.111879450527235,0.112587717164656,0.113653496676452,0.111489459017659,0.109142897951249,0.108822769990277,0.109787152214804,0.1092866468526,0.110201083304601,0.108137132516602,0.107400025085529,0.10740004250835,0.107401311210089,0.107400040507461,0.107400069030044,0.107418829022303,0.104999747492068,0.0667375376272693
"NAD+-skin",0.689028007662123,0.821106951778674,0.999974632040884,0.999403211521249,0.997887894268891,0.960116846869567,0.956836064293057,0.943646456550051,0.859813976178355,0.755865843781806,0.78295799414093,0.797601030542941,0.7976283054072,0.797628341993438,0.797632818953922,0.797628332737377,0.797628332737377,0.797628332737377,0.797628332879218,0.797628472219593,0.797628332737377,0.797628331838505,0.797628410156222
"nicotinate-skin",0.0389422186989449,0.0282237511650101,0.0385130056695208,0.0489619047461821,0.0489606643092464,0.0229460812332117,0.0276934161871203,0.0318289073062702,0.03314650650301,0.0337435908707648,0.0337442014934035,0.0337442742067621,0.0337442055514345,0.0337441973312904,0.0337442888628146,0.0337442119711894,0.033746927011062,0.0337443699620639,0.0337567080432822,0.0337439162056199,0.033771944232546,0.0337461489455027,0.0337660531821141
"NO-skin",0,-0.00402395957181109,-0.000134185891056737,-0.00343364708917862,-0.00403576589053975,-0.00403679827332473,-0.00403679930642911,-0.0040367993074622,-0.0040367993074632,-0.0040367993074632,-0.0040367993074632,-0.0040367993074632,-0.0040367993074632,-0.00403679928574982,-0.00403680075126961,-0.00403127950516896,-0.00403679990760175,-0.00403738746812787,-0.00398654421464961,-0.00395868101609503,-0.00395864617767383,-0.0039586499212772,-0.00396139403082091
"noradrenaline-skin",0.0823236774481278,0.0736178725810825,0.0823245592265179,0.0826410166553739,0.0827853088943731,0.082779294014825,0.0827575216554484,0.0745245420864071,0.0745248786659305,0.0745248786659116,0.0745248785867914,0.0745248565716632,0.074525297752456,0.0745248786660496,0.0745248786428624,0.0745248786659114,0.0745248792044596,0.0745249887628453,0.0745248787489641,0.0745250630010126,0.0745249619939723,0.0745210834288149,0.0745233617603406
"oleate-skin",0.0714061151531452,0.0537214888363791,0.0714061151531452,0.0714061151531452,0.0714061658007363,0.0714061149064712,0.071406200767472,0.0714186791793171,0.076411029705806,0.0794030348628156,0.0725433881203305,0.0324376555900889,0.032407683974149,0.03283696315227,0.0376004802105578,0.07515502033504,0.0762463962570104,0.0762535334714509,0.0762534276521829,0.0762046575210209,0.0658862722755279,0.0631168616344172,0.0667375376272693
"ornithine-skin",0.0623110033273758,0.0655806471705849,0.100703047925411,0.0623311104946123,0.0628853495902947,0.0677182536853899,0.067644329276137,0.0676443914208551,0.0721373870576305,0.0831317676304159,0.0857525499486394,0.0857848003174615,0.0857850128714099,0.0857849261897266,0.0857849259822582,0.0857836610504278,0.0857820015823072,0.0857844984399806,0.0857864468220703,0.0857844960147866,0.0858035190828593,0.0867314525628888,0.0943652917261705
"GSSG-skin",0.0722385910395725,0.821106951778674,0.999974632040884,0.999403211521249,0.997887894268891,0.960116846869567,0.956836064293057,0.943646456550051,0.859813976178355,0.755865843781806,0.752025379828288,0.758164607523519,0.752013358952327,0.756230332892223,0.70608741086941,0.444414507865412,0.435585358712805,0.433806181987503,0.432312174414752,0.456771585556619,0.55556732913444,0.558827511471209,0.560359316029408
"palmitate-skin",0.118779391733749,0.310471010894053,0.118779362034217,0.178501149494159,0.20166975840895,0.26215160044849,0.317963474290003,0.319632691175493,0.319634408949045,0.319634730259473,0.319634410578749,0.319634715686097,0.319938294396563,0.336742505187501,0.332985162075781,0.33299539034516,0.344152004674675,0.369975582294823,0.369978004468745,0.369974518404489,0.369990243632295,0.369982480411769,0.369978515877504
"Pectin-skin",0,1.21155656542804e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.27960531060012e-10,2.65285793332737e-10,0,0,0,0,3.2196623145353e-10,0,0
"nonanoic acid-skin",0.0714061151531452,0.132541395408504,0.0714091688307501,0.0728714434785075,0.107973039668264,0.120501733416936,0.125307508883829,0.125587561350563,0.132615816029649,0.130488204308465,0.127372495792332,0.124338329460897,0.122601688330966,0.122601677597776,0.122601679769358,0.12260169599006,0.122601954991265,0.122601679935564,0.122601667432464,0.122601958681937,0.122606504445459,0.122606595615515,0.12261031250808
"phosphocholine-skin",0.224769551867517,0.0458056353066854,0.224769254961003,0.224621158817122,0.168520867167498,0.0890709215362312,0.118360867177156,0.12627100090489,0.0659686734477525,0.035176674486454,0.0305611650440363,0.0308723515147713,0.029179666186512,0.0305831841855209,0.0293071933341779,0.0290548607842688,0.0333133548141561,0.0332864142279797,0.0333130915419132,0.0333156312931608,0.0333088435379013,0.033305746791302,0.0329654486155805
"propanoate-skin",0,1.90705311795547e-05,0,0,0,1.92212912253353e-12,1.75358616516519e-09,0,0,0,0.0139496234593189,0.0124950499225043,0.0140810246265498,0.0140808517198495,0.0153232797443294,0.00678724793617627,0.00679604982997198,0.00679300954150358,0.00679370147758007,0.00682801564364627,0.00679393132029857,0.00679316936789137,0.00679303170697607
"propane-1,2-diol-skin",0.0141789554192152,0.0204245665496334,0.0141796058660059,0.0282493208973616,0.0240268649562112,0.0225386602123847,0.0200202793581509,0.0200282271107579,0.0200179786465567,0.0200229346356693,0.0200224564066476,0.0200181111267388,0.0200195368920986,0.020029387856106,0.0200663520048261,0.0200372063546385,0.022480079953758,0.0228344338828229,0.0228358382484089,0.0228258766481913,0.0228304895308714,0.0228215510650625,0.0211943735357537
"prostaglandin D2-skin",0.0296479025130555,0.0637902535544682,0.029647905693309,0.0296494941638173,0.031174414418824,0.0662298399012475,0.067067309389716,0.0670683220576893,0.0670685201309974,0.0670748667373751,0.0660394807111915,0.0728234445800829,0.0737366791600156,0.0657389739868003,0.0601611211033306,0.0592827343143004,0.0543783188213083,0.0490464204353427,0.0490269715744674,0.0453824494851243,0.0301270751807969,0.0298055227165056,0.0297927991274439
"prostaglandin E1-skin",0.0469458730814386,0.0746758066681229,0.0476228014868241,0.0911596577703549,0.0822965871933568,0.0816109880151413,0.0809092410237237,0.0732192315794723,0.0739812823729306,0.0801765376034146,0.0850890645547207,0.0735471255733711,0.0596390170700914,0.0632066014204821,0.0602123362414682,0.0612698762269317,0.0612033450631947,0.0574488126377154,0.0574482711507482,0.0574561518054943,0.0574490924006099,0.0574470704048605,0.0574488878879839
"prostaglandin E2-skin",0.0469458730814386,0.064749313850619,0.0469458730814386,0.0521448712847391,0.103248951088649,0.109304452667009,0.109344754886768,0.109340553507792,0.10931399976694,0.0654441461215869,0.0624932338259108,0.0623976641304463,0.057406906632019,0.0475376343844302,0.0494578004039429,0.0532978153835471,0.0459065203857735,0.0459025626642682,0.0464443415077453,0.0464443383381037,0.0464443382837799,0.0464443301173063,0.0464436262162324
"prostaglandin F2alpha-skin",0.0423404018868973,0.0928646647113802,0.0586841741455163,0.0601489357788018,0.0978265146661941,0.0988509885691118,0.0998612467035217,0.123218977991484,0.10978034792492,0.10968763823733,0.103108198145809,0.0814435644434894,0.0664124396371381,0.0641178195542206,0.05598798603326,0.0655187683908687,0.066973823214711,0.0582587371207642,0.0569565043140842,0.0569533710543245,0.0556755305457191,0.0472930016862639,0.0472273503457491
"putrescine-skin",0.00903882064156933,0.00495879376113631,0.00904217076038238,0.0102364315166431,0.0124046177190534,0.0122609956939026,0.0122484083518076,0.0118763335927122,0.0112680014982894,0.00515384296757099,0.00515343819270767,0.00515226940339339,0.0051541511413353,0.00515375573812205,0.00515381486070396,0.00515047903555466,0.0051541685364026,0.00515378399572278,0.00515512515610139,0.00573317632972675,0.00618038791664488,0.00617508346435183,0.00614382646317391
"5-oxoproline-skin",0.693315654692899,0.539050183307529,0.693315641245083,0.69330892433844,0.68685855325969,0.534436879436246,0.530595828033845,0.530591894026095,0.530591890091992,0.530591890088058,0.530591890088054,0.530591890088054,0.530591890088054,0.530591890088054,0.530591890088054,0.530591890088054,0.530591890088054,0.530591890088054,0.530591890088054,0.530591890088054,0.530591890088054,0.530591890088054,0.530591890088054
"PPi-skin",0.271374822909787,0.233638432299365,0.979706719149624,0.245651850151357,0.252958165739192,0.197086170762217,0.213161682539417,0.226389844207961,0.233383444858509,0.244769988648948,0.257395508330401,0.233436616979212,0.221587589770185,0.221421419653497,0.232442415153164,0.233701323044876,0.23130987288738,0.231308478944806,0.231212269225416,0.21754909415253,0.214706125493618,0.208555702685843,0.208554113441723
"retinal-skin",0.0133753628607972,0.194213296964858,0.993484815653192,0.633239238091177,0.372165103314132,0.256254635080326,0.238127378102998,0.206034473780884,0.219531542573772,0.236645873055255,0.223321637856889,0.22309930755186,0.14285341724589,0.097077225604059,0.045175822680707,0.045187743890456,0.0459554952297188,0.0429544290548397,0.0399459262343918,0.0396710006742358,0.0394564234169488,0.0426287480557934,0.0430285258529173
"13-cis-retinoyl-glucuronide-skin",0.00053920198106802,0.3886993138787,0.736340129859096,0.843614711529988,0.313432109674279,0.366988357593721,0.36731387318497,0.36732451911681,0.375965946585283,0.420253747724601,0.42052613406716,0.420526407585151,0.420526408217963,0.420525851157747,0.420526408132856,0.420526408132856,0.420526408132856,0.420526408132856,0.420526399074234,0.420524244292836,0.420526410535928,0.420526456249021,0.420574106949248
"SAM-skin",0.0823236774481278,0.295420911130463,0.999997481331429,0.999463940616818,0.790590288806459,0.133613972714382,0.176973365611601,0.179168334094095,0.320750235457842,0.371285733457683,0.372694979774465,0.372696427493705,0.372696428941463,0.372696428942515,0.372696425428332,0.372696428942948,0.372696429033092,0.37269646277468,0.372698250801351,0.372696652928535,0.372711021051723,0.372696514515644,0.372696428300884
"serotonin-skin",0.000271639911866545,5.57726596692731e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"spermidine-skin",0.00903882064156933,4.37869756603204e-05,0.00904217076038238,0.0103783275259094,0.0124046177190534,0.0122609956939026,0.0122484083518076,0.0118763335927122,0.0112680014982894,0,0,0,0,0,3.52817108861814e-10,0,1.08054343250785e-10,1.51407770765388e-08,0,1.2160823524926e-05,1.64790832248018e-05,1.1978695514947e-06,1.46325164876726e-05
"spermine-skin",0,0.00583989709512775,8.20004044221889e-05,0.0103783275259094,0.00798195513477962,0,0,0,0,0,0,0.00193421115796424,0,0,0,0,0,0,0,0,0,0,0
"sphinganine-skin",0.0367527473148033,0.0265306796610089,0.0164312519536425,0.0259941907579438,0.025785094427825,0.0256935345832482,0.0263487331607249,0.0264088461196212,0.0264028130956876,0.0264546919863451,0.0273622799016885,0.0274550003859043,0.0273782174983148,0.0273697472471701,0.0273913705391352,0.0273146324483771,0.0224001136801685,0.0265217253122237,0.0242513378969669,0.0180710421938458,0.0232063354634504,0.0121148229346907,0.012118097725805
"sphingosine-skin",0.0515550398537801,0.046703215025365,0.0514918111577438,0.0563603410667831,0.0557991207760661,0.0557738234318853,0.0536579086831465,0.0536413018665924,0.0536412817402451,0.0536412718184519,0.0536383200848213,0.0520836864371096,0.0504313531192152,0.0298450773811777,0.0298449870314257,0.0298446726850176,0.0298315513647963,0.0522987812406777,0.0741552651247566,0.0741644419922844,0.0741578971830684,0.0741588999974437,0.0741520270817946
"stearate-skin",0.0714061151531452,0.0397828882656142,0.0714061151531452,0.0714061152910241,0.0714061151518194,0.0714061138274234,0.0714055682032979,0.0708655456077405,0.0328912952953294,0.0302268358442234,0.0302239540972521,0.0302239514859639,0.0343523502784159,0.03283696315227,0.0376004802105578,0.07515502033504,0.0762463962570104,0.0762535334714509,0.0762534276521829,0.0762046575210209,0.0658862722755279,0.0631168616344172,0.0667375376272693
"sucrose-skin",-0.000824822498746325,0,-1.64749036102307e-05,-0.000824822498746325,-0.000824822498746325,-0.000824698361230669,-0.000824822379634493,-0.00082482353026353,-0.000824822498746325,-0.000824813674862757,-0.000824670725457888,-0.000824822498746325,-0.000824829303383845,-0.00082483404339595,-0.000822212038655901,-0.000824820076769595,-0.000824806818252311,-0.000824805985115751,-0.000824822704292627,-0.000824281371518854,-0.000823926718241719,-0.000824519050954098,-0.000823214858448162
"taurine-skin",0.30820296860556,0.298703561043321,0.308202683507278,0.308057526985428,0.24383983212379,0.192928520190656,0.306695701576434,0.306695145555095,0.306670363679747,0.292631650576121,0.277262713494431,0.277230294167972,0.277234188214861,0.277228723784227,0.277231049869659,0.277228575953454,0.277244737521981,0.277228647911614,0.277231159751225,0.277246200205905,0.27722433388895,0.277219274127159,0.277229150860949
