Row,P0_05,P0_11,P0_16,P0_22,P0_30,C0_05,C0_11,C0_16,C0_22,C0_30,N0_05,N0_11,N0_16,N0_22,N0_30,L0_05,L0_11,L0_16,L0_22,L0_30,U0_05,U0_11,U0_16,U0_22,U0_30
r_0542,2.19655629624148e-06,5.20711867253996e-06,7.9245866462767e-06,1.08926571868111e-05,1.55008448876214e-05,2.20100763287255e-06,5.36103678292036e-06,8.050742794893e-06,1.07249614650251e-05,1.33971404768331e-05,1.7934962621267e-06,4.76407185941545e-06,6.48173349530122e-06,1.19725002012679e-05,9.54197309642204e-06,1.97769770995584e-06,5.29527646272739e-06,9.6063672473015e-06,1.28870660978494e-05,1.68316985749697e-05,2.25628057953755e-06,4.94980899915635e-06,5.61305798497392e-06,1.22070219207686e-05,1.18590304761746e-05
r_0545,2.21831734860914e-06,5.22333435862463e-06,8.00845994360289e-06,1.08708020027074e-05,1.54789890704157e-05,2.20103261502384e-06,5.36037452074857e-06,8.04764684359393e-06,1.07226874035718e-05,1.34029337977026e-05,1.7949051860297e-06,4.76453181301304e-06,6.48224705966277e-06,1.19765060456587e-05,9.53311961608618e-06,1.97892400015397e-06,5.29248077614712e-06,9.69370465757732e-06,1.29052438991674e-05,1.68396617898353e-05,2.24066689560514e-06,4.94871271107109e-06,5.58595162915819e-06,1.21961156323572e-05,1.18376510488636e-05
r_0547,3.55833324782306e-06,8.3268662579009e-06,1.26898477670866e-05,1.74522342966787e-05,2.46468411013719e-05,3.39949823549715e-06,8.24792474840023e-06,1.2389677990469e-05,1.66098825696835e-05,2.09100430120656e-05,2.78180690698314e-06,7.34863905748358e-06,1.00852071704188e-05,1.90929279702016e-05,1.5557764612284e-05,3.32432672935522e-06,8.88161259136508e-06,1.60238260733988e-05,2.14396298715437e-05,2.76208992445069e-05,3.54301185084089e-06,7.81705348006831e-06,8.9659473956819e-06,1.92346986112603e-05,1.88876240143683e-05
r_0548,2.77081455710584e-06,6.62922472650205e-06,1.02744546682277e-05,1.44185668478097e-05,2.07272126970205e-05,2.70751933605459e-06,6.72632741021753e-06,1.01679331065264e-05,1.35823517090409e-05,1.76170743314486e-05,2.29131862443473e-06,6.17236243197449e-06,8.4293315734653e-06,1.60730908750595e-05,1.31232341737715e-05,2.6058650636604e-06,7.28301894321786e-06,1.34816339206126e-05,1.81840854705897e-05,2.35318228257082e-05,2.90886454872728e-06,6.56471831441851e-06,7.41997779412347e-06,1.63270788633506e-05,1.60119169917625e-05
r_0549,7.5844448748105e-07,1.69284680832679e-06,2.42288757700378e-06,3.04214686397155e-06,3.92971038789887e-06,6.92155689753525e-07,1.51998488859352e-06,2.21810998320924e-06,3.02978463408201e-06,3.28315929213628e-06,4.95801182437414e-07,1.17654087030381e-06,1.65971632867158e-06,2.91811359503457e-06,2.42106873128987e-06,7.18247252681577e-07,1.60013729511279e-06,2.54292216774095e-06,3.27131604166486e-06,4.06906127544763e-06,6.50130667928024e-07,1.28853213618443e-06,1.51464774981223e-06,2.90940954996355e-06,2.85414193193877e-06
r_0553,8.437875323469e-06,1.87687670411026e-05,2.54444380126822e-05,3.43064938053691e-05,5.69521563710549e-05,1.28329938402668e-06,2.98596055305134e-06,4.86007157478832e-06,1.20489462219905e-05,3.81744962143394e-05,6.841510295163e-06,1.6146699751864e-05,2.36926494626839e-05,4.62099096353708e-05,6.75939182726597e-05,1.31542177981989e-05,1.73592971407045e-05,2.60150075161433e-05,4.94357535329063e-05,4.97127235657396e-05,2.05544929210076e-05,2.31788106679743e-05,2.50475392283716e-05,5.39565952930847e-05,6.2372993477096e-05
r_0563,7.89959192563229e-07,1.78193436805284e-06,2.53197707831218e-06,3.37888489956903e-06,4.31627980318854e-06,5.47959699387843e-07,1.31615938546628e-06,2.00285870418262e-06,2.7177436646691e-06,3.92207985352697e-06,4.28363478409967e-07,1.16963940184624e-06,1.62486102134575e-06,3.46702576782425e-06,3.20668495192666e-06,1.24371380719413e-06,3.01703775706685e-06,4.97027377273533e-06,5.93998568471024e-06,5.77506657291544e-06,6.88940668098942e-07,1.43974263510483e-06,1.82390990055576e-06,3.74569873231872e-06,3.92458473717796e-06
r_0564,7.92335455105082e-07,1.78617876034406e-06,2.51430117723404e-06,3.37733989862598e-06,4.31610522158285e-06,5.47946507331115e-07,1.31608340454405e-06,2.00280564583534e-06,2.71787922031501e-06,3.92383174718528e-06,4.28087266253694e-07,1.16602717386032e-06,1.62495115873219e-06,3.44854202606383e-06,3.20544493397845e-06,1.2453342494969e-06,3.02502287046051e-06,4.91509785771377e-06,5.94880412215772e-06,5.80533447113694e-06,6.93508456728601e-07,1.4373598758451e-06,1.81866003075473e-06,3.73846434329622e-06,3.9180882623992e-06
r_0565,2.71722837529116e-07,7.82722537797936e-07,1.32166181282388e-06,2.07166564728556e-06,3.30386413254979e-06,3.21553899036917e-07,8.89451627477229e-07,1.45644208257009e-06,2.138183077141e-06,2.97762010266326e-06,2.41552021962805e-07,7.43910286049652e-07,1.10619042573114e-06,2.28463906160378e-06,1.9275551556908e-06,3.40057297817062e-07,1.03588524516817e-06,2.03672256967657e-06,2.94222406421203e-06,4.21987014469214e-06,2.9119394368926e-07,7.65240499813685e-07,9.90351529425283e-07,2.39373231159205e-06,2.50541947614077e-06
r_0566,2.21058223598907e-07,5.19050118353777e-07,7.94407937677291e-07,1.08108079103827e-06,1.53766853457346e-06,2.18417195852508e-07,5.3200232073159e-07,7.98906859281304e-07,1.06417684365655e-06,1.32944171828958e-06,1.78300123461634e-07,4.728283951474e-07,6.43163837558432e-07,1.1906331287278e-06,9.45882056785545e-07,1.96363066208136e-07,5.25310432190737e-07,9.59916211147442e-07,1.27839841907266e-06,1.67113047614286e-06,2.26089250499809e-07,4.91625618347044e-07,5.56553043929697e-07,1.2103351013397e-06,1.17639229518535e-06
r_0568,4.65647924548323e-05,0.000103208297138637,0.000145824365479593,0.000167455768801178,0.000204795949153417,3.34717941228035e-05,6.61598971639599e-05,0.000115590404956746,0.000151440268600033,0.000181060324927142,4.62985215893456e-05,9.1352197735741e-05,0.000106037644370346,0.000191515407131116,0.000154650401619023,0.000127640710287085,0.000111107713577346,0.000212008836858514,0.000255004958322977,0.000259999119598706,6.48884450994872e-05,0.000106704634764157,0.000125080783056141,0.000205113543035684,0.000230130909219566
