Row,P0_05,P0_11,P0_16,P0_22,P0_30,C0_05,C0_11,C0_16,C0_22,C0_30,N0_05,N0_11,N0_16,N0_22,N0_30,L0_05,L0_11,L0_16,L0_22,L0_30,U0_05,U0_11,U0_16,U0_22,U0_30
r_0669,3.00799237142184e-05,3.45627730255065e-05,3.73918203308705e-05,3.55836512888463e-05,3.73384338378612e-05,3.02370690891438e-05,3.46072537865711e-05,3.54528227967313e-05,3.45982148937485e-05,3.12777707776324e-05,2.3629611579903e-05,2.9162307933739e-05,2.89777263962908e-05,3.75876989232695e-05,2.70834771723686e-05,2.82284675246144e-05,3.5340447424343e-05,4.58949481359521e-05,4.49862903373374e-05,4.38238793914731e-05,2.94564937571602e-05,3.25341930557492e-05,2.50444703918974e-05,3.84396049388402e-05,3.32783101099626e-05
r_0678,4.17899087830478e-05,4.87179968855206e-05,5.27806274170228e-05,4.94543708080781e-05,5.22448115853955e-05,4.41447576066362e-05,5.08495252122891e-05,5.21647861961885e-05,5.04865597902068e-05,4.5578324672264e-05,3.43982951856725e-05,4.28933675918379e-05,4.23636700283085e-05,5.38212296869637e-05,3.77952202707704e-05,3.87513577937136e-05,4.76795910036953e-05,6.07349971797534e-05,5.90035492891622e-05,5.82799891673945e-05,4.16768632682873e-05,4.65374005695061e-05,3.60243485720883e-05,5.56069759649624e-05,4.80666128141325e-05
r_0692,2.30706089089566e-05,2.7355457170133e-05,3.09324468909466e-05,3.04208351745723e-05,3.33228996987914e-05,2.41790179092117e-05,2.92027545580404e-05,3.03387628758383e-05,2.92906475782265e-05,2.81810305849054e-05,2.02420403331574e-05,2.61711032080422e-05,2.56395270616892e-05,3.39363125087586e-05,2.41114387679508e-05,2.10446531535803e-05,2.93712243984256e-05,4.03478116875485e-05,4.01851976865684e-05,4.01890952229483e-05,2.4814685991934e-05,2.84514247740832e-05,2.16967685847608e-05,3.49842852238413e-05,3.00416863598416e-05
r_0697,0.000156826773603894,0.000175069530486652,0.000168052861720307,0.000155811999915247,0.00019258135585999,2.57381454400722e-05,2.83259749495351e-05,3.14671666180321e-05,5.66275521355481e-05,0.00012988944557121,0.000131793738144292,0.000146024654049645,0.00015540339571253,0.000206710741532828,0.000266865858539564,0.000257600781460903,0.0001561770438419,0.000163144790362687,0.000224493286006877,0.000172019972657632,0.000382021963896659,0.000217264765787721,0.000160947232285011,0.000247237243500613,0.000256030450564964
r_0699,-4.52984613518737e-05,-5.22307759180806e-05,-5.63915957549155e-05,-5.35102589304434e-05,-5.62636741784009e-05,-4.62310910456514e-05,-5.302813056762e-05,-5.43496281472662e-05,-5.28846552717444e-05,-4.77862627733629e-05,-3.61300433133495e-05,-4.46187933853641e-05,-4.43454595316309e-05,-5.73066370084859e-05,-4.07085679790612e-05,-6.25876135870769e-11,1.09241531383838e-12,-1.16497294469086e-09,1.64637661396876e-09,-6.34613111784471e-13,-4.44440792072833e-05,-4.93134011058287e-05,-3.79969507840375e-05,-5.85976700605808e-05,-5.0675316174269e-05
r_0713,0.00115843311118293,0.000799912840439457,0.000750255318711157,0.00107651657675151,0.00154472108874872,0.00332113975984168,0.00328261756061883,0.00314548197704376,0.00239978269732147,0.000763710074015158,0.00172462783449203,0.0018085077574428,0.00197977730075076,0.00168702030148311,0.00489572718560404,0.00406228651926864,0.00224864264127683,0.00254970275855787,0.00171385518931531,0.00141914412040824,0.00402800062229631,0.00232724180029365,0.00168772819073444,0.00170517454943075,0.0013181317735633
r_0718,0.00010006202940985,0.000117661203654639,0.000118712463653052,0.000110847841626985,0.000101483956182688,7.05524908064204e-05,7.9954641961362e-05,8.2608181533695e-05,8.27567308268799e-05,8.01998692871018e-05,5.41441160643146e-05,6.71639548866057e-05,6.9344225691644e-05,0.000101436732103271,8.09338655311187e-05,0.000139290283818737,0.000154965548405245,0.000169970120707636,0.000151116166853591,0.000120777304248413,0.000100134968527766,0.000101885022114318,8.99052838046129e-05,0.00012190237878752,0.000109256364464715
r_0722,0.000144275549973184,0.000159059308835701,0.000157815971857377,0.000126536022881272,0.000115924035622993,0.000104818523278021,9.52415750278234e-05,0.000114114117277847,0.000114212875486456,0.000103532236761778,5.92214870874798e-05,0.000100407003650754,9.80500774586441e-05,0.000131792762260751,9.39961281721318e-05,0.000149144404235565,0.000167726261847609,0.000206204969511769,0.000180165757626657,0.000161577974040549,0.000198103090903335,0.000204664915525748,0.000150624941565822,0.000176799885717609,0.000150749664364196
r_0723,-0.000143501452264711,-0.000155753507217947,-0.00015751105093557,-0.000128945943720381,-0.000115940805707783,-0.000105123042573086,-9.56258263054065e-05,-0.000115271056125733,-0.000114137891405088,-0.000103459675089642,-6.96121688179354e-05,-0.00010011371734957,-9.85610936378916e-05,-0.000142690857650023,-9.46293903949518e-05,-0.000149201619476321,-0.00016745128301273,-0.000203618149976801,-0.000182011855039463,-0.000161711178930716,-0.000200397681146124,-0.000204009137437757,-0.000151149907028176,-0.000177588360801657,-0.00015020346240349
r_0727,7.41759114329592e-06,8.57884086228496e-06,9.38773713871294e-06,8.77788968378784e-06,9.25654777599305e-06,7.81957332030916e-06,9.00960134862891e-06,9.2389108818637e-06,8.93367445120971e-06,8.07654781900002e-06,6.08894069449769e-06,7.59566478218334e-06,7.50391414171489e-06,9.59692519023384e-06,6.69682343753881e-06,6.86309020236146e-06,8.44382320316077e-06,1.07603485336537e-05,1.04344543051514e-05,1.03225275910146e-05,7.4262948169693e-06,8.26035662738902e-06,6.364647209953e-06,9.84108107174833e-06,8.44622966449552e-06
r_0759,5.44289791453836e-05,6.38305833697068e-05,6.0254755623792e-05,5.36939933191024e-05,4.45798513182376e-05,2.73776606838218e-05,3.09516277177324e-05,3.23376837732516e-05,3.26253795281469e-05,3.48690042519654e-05,2.02698865501764e-05,2.59771325795252e-05,2.70254368450179e-05,4.2736157465457e-05,3.67260965605536e-05,9.00392396067845e-05,9.63079177054196e-05,9.83136781812119e-05,8.32207325242378e-05,5.68573121756238e-05,5.72304179435483e-05,5.48379012102693e-05,5.20482876832587e-05,6.54988308434207e-05,5.95831182479114e-05
r_0770,0.00159149499005282,0.00281703361339275,0.00269718008243788,0.00222986241358896,0.000921011942414104,0.00450359620920145,0.00456872831972939,0.00454625265156833,0.00420428989685749,0.00266695999307138,0.00214031634167973,0.00303921132884052,0.00337159454655538,0.00192291981698071,0.00422987866244194,8.140257529282e-08,0.000666678060348006,4.23183784654756e-07,3.25980146958916e-07,0.000898557553398352,0.00460753624657895,0.00219279316658765,0.00100818992506938,0.00222425729337349,0.00295312523380713
r_0773,0.00469976458572527,0.00464544198811704,0.00288534674818723,0.00403889269960958,0.00594181657840864,0.0129975161559444,0.0128512796860072,0.0123132223777709,0.00928267473606441,0.00282962716839966,0.00380051898243459,0.00696730851776043,0.0076492254407205,0.0067202111006141,0.0192705694577783,0.0145414879756771,0.0083879545762449,0.0100271008281022,0.00435833779811228,0.00536468307328065,0.0160218284538786,0.00913907322488839,0.0063706995473043,0.00661267574963291,0.00922627132015924
r_0799,3.40093120807691e-07,4.09789337896745e-07,5.21782626713116e-07,6.8048911321478e-07,6.39782362869789e-07,7.34955152584877e-07,8.6097222039655e-07,8.11378988538382e-07,8.79720844667533e-07,8.71106184131937e-07,6.48361694221104e-07,8.68392239442139e-07,8.12100613991079e-07,7.68515316044755e-07,7.12208636789963e-07,3.75460326432695e-07,4.93130523503855e-07,5.15208572012982e-07,5.53040532151586e-07,6.28200620791681e-07,2.69947654145275e-07,4.58090133112201e-07,4.89758112676771e-07,5.75509447929791e-07,6.67198107939772e-07
r_0800,0.00125647106072433,0.00144286356536054,0.00155046113325812,0.00143170344936894,0.00149795487222205,0.00126529514259552,0.00143457294115696,0.00149044608736011,0.00144602218837096,0.0013112910496685,0.000967241137360184,0.00122986253710364,0.00121542403878843,0.0015704706249781,0.00109562251393112,0.00118460682853558,0.00144185843196657,0.0018242364794973,0.00175256222035925,0.00171173389276438,0.00130759614191411,0.00143189725384265,0.00110031729067556,0.00164701677910639,0.00140728730442828
r_0811,0.000323368786622383,0.000346620019912231,0.000349968502698907,0.000286281991373011,0.000268610142621166,0.000286981213042151,0.000257229967566207,0.000287207704825134,0.000279220618593757,0.000241177179797537,0.000289159467080693,0.000291004737060845,0.000268967870490102,0.000303688784996839,0.000218320196472826,0.000349490454147078,0.000383004821520454,0.000449673197663336,0.000408566951385737,0.000370539209981924,0.000451223615362171,0.000453812692104557,0.000338533682840063,0.000398943336260936,0.000339801997801746
r_0813,1.44177204995348e-05,1.57755966898194e-05,1.59812295677668e-05,1.38958486827547e-05,1.32559206869069e-05,1.38805393543495e-05,1.44136899669562e-05,1.43579093402714e-05,1.42498716105702e-05,1.11756410700097e-05,9.46257855315989e-06,1.05894826084539e-05,1.0848163180135e-05,1.32016201294767e-05,9.60091175377761e-06,1.40451104317284e-05,1.44156981534534e-05,1.63244153716485e-05,1.49431801900841e-05,1.40872040927523e-05,1.20873379664979e-05,1.2122465068584e-05,9.80063393731108e-06,1.32502193485513e-05,1.15812940804418e-05
r_0816,5.47524464936643e-05,6.37033282192557e-05,6.0011127767435e-05,5.44829032005714e-05,4.45787691908064e-05,2.73788067791784e-05,3.09521439074546e-05,3.26082357401131e-05,3.26303292020738e-05,3.48711501802835e-05,2.02204986756677e-05,2.59758116899958e-05,2.70243519452545e-05,4.26395824543609e-05,3.66977412694651e-05,8.96210930752939e-05,9.62353246823704e-05,0.000100654839590106,8.18248997904431e-05,5.67779296804411e-05,6.00136987523373e-05,5.52517164792082e-05,5.21599204315181e-05,6.54215451672205e-05,5.97781863193866e-05
r_0818,5.57429066329882e-05,6.36866360021165e-05,5.90552115914818e-05,5.40172138556186e-05,4.45619348786828e-05,2.73791718379176e-05,3.09512798588952e-05,3.23322031056614e-05,3.26261228023693e-05,3.48527902444353e-05,2.02465341704998e-05,2.59880330459279e-05,2.70263559356342e-05,4.26763386972437e-05,3.66779204008433e-05,8.97103734498117e-05,9.51964640077399e-05,9.91795458730944e-05,8.2879247476095e-05,5.68127230416635e-05,5.60995325942183e-05,5.45686710571823e-05,5.23504349590326e-05,6.52089401833923e-05,5.85542093926123e-05
r_0820,-1.19106624414712e-05,-1.67157996125015e-05,-1.99451455135966e-05,-2.16808019817336e-05,-2.54740009289899e-05,-1.48192876135968e-05,-1.9362647240662e-05,-2.16259745608219e-05,-2.304399580838e-05,-2.32170874759443e-05,-1.07350874372566e-05,-1.54081484031498e-05,-1.66050452026871e-05,-2.36265337883145e-05,-1.75184176247507e-05,-1.52260189580965e-05,-2.1282712182352e-05,-2.9424023556143e-05,-3.09752375097714e-05,-3.34153693059828e-05,3.22429791951472e-12,-8.03026249363034e-10,-2.34339061982237e-10,-1.23320709377651e-12,5.07900375920655e-12
