rxnID,primarySites_ori,primarySites_wtdDist,primarySites_wtdDist_exp_decay,SecondSites_ori,SecondSites_wtdDist,SecondSites_wtdDist_exp_decay
TCE0504_f,Intestine,Hypodermis,Intestine,Hypodermis,Intestine,Hypodermis
TCE0507_f,NA,Hypodermis,Hypodermis,NA,NA,Intestine
TCE0507_r,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
TCE0508_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine
TCE0508_r,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
TCE0514_f,Intestine,NA,NA,Glia,NA,NA
TCE0514_r,NA,NA,Neurons,NA,NA,Intestine
TCE0518_f,Intestine,Intestine,Intestine,Neurons,Neurons,Neurons
TCE0518_r,Neurons,NA,Neurons,Intestine,NA,Intestine
TCE0521_f,Hypodermis,NA,NA,NA,NA,NA
TCE0521_r,Hypodermis,Hypodermis,Hypodermis,Intestine,Intestine,Intestine
TCE0531_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine
TCE0531_r,Intestine,Intestine,Intestine,NA,NA,NA
TCE0542_f,NA,NA,Neurons,Gonad,NA,Gonad
TCE0544_f,Intestine,Intestine,Glia,Glia,Glia,Intestine
TCE0544_r,Glia,Intestine,Glia,Intestine,Glia,Intestine
TCE0558_f,NA,NA,NA,NA,NA,Glia
TCE0573_f,Intestine,Intestine,NA,NA,NA,NA
TCE0573_r,Gonad,Intestine,Intestine,NA,NA,NA
TCE0574_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Pharynx,Pharynx,Pharynx
TCE0576_f,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,NA
TCE0591_r,Neurons,Neurons,Neurons,NA,NA,NA
TCE0597_f,Intestine,Intestine,Intestine,Gonad,Gonad,Gonad
TCE0600_f,Neurons,Neurons,Neurons,NA,NA,NA
TCE0602_f,Body_wall_muscle,NA,NA,Neurons,NA,NA
TCE0602_r,Neurons,NA,NA,Body_wall_muscle,Body_wall_muscle,NA
TCE0603_f,NA,NA,Neurons,NA,NA,NA
TCE0605_f,Intestine,Intestine,Glia,Glia,Glia,Intestine
TCE0605_r,Glia,NA,Intestine,Gonad,NA,Glia
TCE0615_f,Intestine,Intestine,Intestine,NA,NA,NA
TCE0618_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,NA,NA
TCE0619_f,Glia,Intestine,Glia,Intestine,Glia,Intestine
TCE0619_r,Glia,Intestine,Glia,Intestine,Glia,Intestine
TCE0627_f,Intestine,Intestine,Intestine,NA,NA,NA
TCE0644_f,Neurons,Neurons,Neurons,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
TCE0644_r,Neurons,Neurons,Neurons,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
TCE0648_f,NA,NA,Neurons,NA,NA,NA
TCE0648_r,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine
TCE0670_f,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,NA
TCE0670_r,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,NA
TCE0673_r,NA,Hypodermis,Hypodermis,NA,NA,NA
TCE0674_r,Hypodermis,NA,NA,NA,NA,NA
TCE0687_f,NA,Intestine,Intestine,NA,NA,Glia
TCE0694_f,Neurons,Neurons,Neurons,NA,NA,NA
TCE0697_f,Neurons,Neurons,Neurons,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
TCE0706_f,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine,Body_wall_muscle
TCE0706_r,Intestine,Intestine,NA,Body_wall_muscle,Body_wall_muscle,NA
TCE0707_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,NA
TCE0710_r,Hypodermis,Hypodermis,Hypodermis,Glia,Glia,Glia
TCE0713_f,NA,NA,Gonad,NA,NA,NA
TCE0716_r,Intestine,Intestine,Intestine,Gonad,Gonad,Gonad
TCE0718_f,Hypodermis,Hypodermis,Hypodermis,NA,Intestine,NA
TCE0718_r,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
TCE0719_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,NA,Neurons
TCE0719_r,Neurons,Neurons,Neurons,Intestine,NA,NA
TCE0723_r,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
TCE0726_f,Intestine,Intestine,Intestine,Glia,Glia,Glia
TCE0732_f,Gonad,NA,NA,NA,NA,Gonad
TCE0732_r,Glia,Intestine,Glia,Intestine,Glia,Intestine
TCE0735_r,NA,NA,Intestine,NA,NA,Body_wall_muscle
TCE0743_f,Neurons,Neurons,Neurons,NA,Intestine,Intestine
TCE0745_f,Intestine,Intestine,Intestine,NA,NA,NA
TCE0752_r,Gonad,Gonad,Gonad,NA,NA,NA
TCE0757_f,Glia,NA,NA,NA,NA,NA
TCE0757_r,Intestine,NA,Intestine,NA,NA,Hypodermis
TCE0758_f,NA,NA,Hypodermis,NA,NA,Intestine
TCE0758_r,NA,NA,Intestine,NA,NA,Hypodermis
TCE0766_f,Pharynx,Pharynx,Pharynx,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
TCE0772_f,Glia,Intestine,Glia,Intestine,Glia,Intestine
TCE0772_r,NA,NA,Glia,NA,NA,Intestine
TCE0779_f,NA,NA,Hypodermis,NA,NA,Glia
TCE0779_r,Glia,NA,NA,Hypodermis,NA,NA
TCE0784_f,Intestine,Intestine,Intestine,Gonad,Gonad,Gonad
TCE0784_r,NA,Intestine,Intestine,NA,NA,NA
TCE0788_f,Intestine,Intestine,Glia,Glia,Glia,Intestine
TCE0788_r,Glia,Intestine,Glia,Intestine,Glia,Intestine
TCE0797_f,Intestine,Intestine,Intestine,NA,NA,NA
TCE1117_f,Neurons,NA,NA,NA,NA,NA
TCE1117_r,Pharynx,NA,NA,NA,NA,NA
TCE1122_f,Neurons,NA,NA,NA,NA,NA
TCE1122_r,Body_wall_muscle,NA,Intestine,Intestine,NA,Body_wall_muscle
TCE1124_f,Glia,NA,Glia,Body_wall_muscle,Body_wall_muscle,NA
TCE1124_r,NA,NA,Glia,NA,NA,NA
TCE1130_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,NA,NA
TCE1133_f,Glia,NA,Glia,Hypodermis,Hypodermis,Hypodermis
TCE1133_r,Glia,Glia,Glia,Hypodermis,Hypodermis,NA
TCE1137_f,Hypodermis,Hypodermis,NA,Intestine,Intestine,NA
TCE1137_r,Intestine,Intestine,NA,NA,Hypodermis,NA
TCE1148_f,NA,Intestine,Intestine,NA,NA,NA
TCE1154_r,NA,NA,Intestine,NA,NA,NA
TCE1156_f,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
TCE1157_f,Hypodermis,NA,NA,NA,NA,NA
TCE1157_r,Gonad,NA,Hypodermis,Hypodermis,Hypodermis,Gonad
TCE1158_f,Intestine,Intestine,Intestine,NA,NA,NA
TCE1164_r,Intestine,NA,NA,Neurons,NA,NA
TCE1184_f,NA,Hypodermis,Hypodermis,NA,NA,NA
TCE1185_f,Intestine,Intestine,Glia,Glia,Glia,Intestine
TCE1185_r,Intestine,Intestine,Intestine,Glia,Glia,Glia
TCE1194_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
TCE1194_r,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
TCE1197_r,Hypodermis,Hypodermis,Hypodermis,Intestine,Intestine,Intestine
TCE1202_r,Intestine,Hypodermis,NA,Hypodermis,Intestine,NA
TCE1204_r,NA,NA,Body_wall_muscle,NA,NA,Intestine
TCE1206_f,Gonad,NA,Gonad,NA,NA,NA
TCE1206_r,NA,NA,Gonad,NA,NA,NA
TCE1208_r,Intestine,Intestine,Intestine,NA,NA,NA
TCE1211_f,Pharynx,NA,Pharynx,NA,NA,Body_wall_muscle
TCE1211_r,Pharynx,Pharynx,Intestine,Intestine,Intestine,Pharynx
TCE1297_f,Hypodermis,NA,NA,NA,NA,NA
TCE1297_r,Intestine,NA,NA,Hypodermis,NA,NA
TCE1298_f,NA,NA,Glia,NA,NA,NA
TCE1298_r,NA,NA,Glia,NA,NA,NA
TCE1300_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,NA
TCE1300_r,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,Intestine,NA
TCE1302_r,Hypodermis,Hypodermis,NA,Intestine,Intestine,NA
TCE1303_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,Neurons,Neurons
TCE1303_r,Intestine,Intestine,Intestine,NA,Hypodermis,Gonad
TCE1304_f,Neurons,Neurons,Neurons,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
TCE1304_r,Neurons,Neurons,Neurons,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
TCE1305_f,NA,NA,NA,NA,NA,Intestine
TCE1306_f,Intestine,NA,NA,Body_wall_muscle,NA,NA
TCE1306_r,Intestine,NA,NA,Hypodermis,NA,NA
TCE1307_r,NA,Hypodermis,Intestine,NA,Intestine,Hypodermis
TCE1308_f,NA,Intestine,Intestine,NA,NA,Glia
TCE1308_r,NA,NA,Body_wall_muscle,NA,NA,Glia
TCE1309_f,NA,NA,Glia,NA,NA,NA
TCE1309_r,NA,NA,Hypodermis,NA,NA,Glia
TCE1311_r,NA,Intestine,NA,NA,NA,NA
TCE5004_f,NA,Intestine,NA,NA,NA,NA
TCE5006_f,Intestine,Intestine,Intestine,NA,NA,NA
TCE5007_f,Glia,Glia,Glia,Pharynx,Pharynx,Pharynx
TCE5007_r,Hypodermis,Hypodermis,Hypodermis,Intestine,Intestine,Intestine
TCE5008_f,Hypodermis,Hypodermis,Neurons,Neurons,Neurons,Hypodermis
TCE5016_f,NA,NA,Gonad,NA,NA,NA
TCE5017_f,NA,Neurons,Neurons,NA,NA,Gonad
TCE5020_f,Gonad,Gonad,Gonad,NA,NA,NA
TCE5021_f,Hypodermis,Hypodermis,Hypodermis,Intestine,Intestine,Intestine
TCE5021_r,Hypodermis,Hypodermis,Hypodermis,Intestine,Intestine,Intestine
TCE5023_f,Hypodermis,NA,Hypodermis,Glia,NA,Glia
TCE5031_f,NA,NA,Gonad,NA,NA,Intestine
TCE5031_r,Intestine,Intestine,Intestine,NA,Hypodermis,Gonad
TCE5035_f,Intestine,Intestine,Intestine,NA,NA,NA
TCE5038_r,Intestine,Intestine,Intestine,NA,NA,NA
TCE5041_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine
TCE5043_f,NA,NA,Intestine,NA,NA,Body_wall_muscle
TCE5045_f,Intestine,Intestine,Intestine,NA,NA,NA
TCE5045_r,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,NA,NA
TCE5046_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
TCE5063_f,Glia,Glia,Glia,NA,NA,NA
TCE5063_r,NA,NA,Glia,Glia,NA,NA
TCE5066_r,NA,NA,Gonad,NA,NA,Intestine
TCE5069_r,NA,NA,Gonad,NA,NA,Intestine
TCE5070_f,Intestine,Intestine,Intestine,NA,Glia,Gonad
TCE5071_f,Intestine,Intestine,Intestine,Glia,Glia,Glia
TCE5071_r,Intestine,Intestine,Intestine,Glia,Glia,Glia
TCE5072_f,NA,NA,Intestine,NA,NA,Body_wall_muscle
TCE5072_r,Hypodermis,Hypodermis,Intestine,Intestine,Intestine,Hypodermis
TCE5075_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
TCE5076_f,NA,Neurons,Neurons,Gonad,Gonad,Gonad
TCE5077_f,Gonad,Gonad,Gonad,Intestine,Intestine,Intestine
TCE5080_f,Intestine,Intestine,Intestine,Pharynx,Pharynx,Pharynx
TCE5080_r,NA,NA,Gonad,NA,NA,Hypodermis
TCE5082_f,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
TCE5084_f,NA,NA,Hypodermis,NA,NA,Glia
TCE5085_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,NA,NA
TCE5085_r,NA,Intestine,Intestine,NA,NA,NA
TCE5086_f,Intestine,Intestine,Intestine,NA,NA,NA
TCE5092_f,NA,NA,Glia,NA,NA,Pharynx
TCE5092_r,NA,NA,Glia,NA,NA,NA
TCE5094_f,Neurons,Neurons,Neurons,NA,NA,NA
TCE5096_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
TCE5097_f,Intestine,Intestine,Intestine,NA,NA,NA
TCE5098_r,Intestine,Intestine,Intestine,NA,Body_wall_muscle,Body_wall_muscle
TCE5100_f,Pharynx,NA,Intestine,Gonad,NA,NA
TCE5102_f,NA,NA,Gonad,NA,NA,NA
TCE5103_f,NA,Intestine,Intestine,NA,NA,NA
TCE5104_f,NA,Intestine,Intestine,NA,NA,NA
TCE5106_f,Neurons,Neurons,Neurons,Pharynx,Pharynx,NA
TCE5109_f,Intestine,Intestine,NA,NA,NA,NA
TCE5111_f,Neurons,Neurons,Glia,Glia,Glia,Neurons
TCE5113_f,Neurons,Neurons,Neurons,NA,NA,NA
TCE5115_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
TCE5116_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
TCE5117_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
TCE5118_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
TCE5119_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
TCE5120_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
TCE5121_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
TCE5300_f,NA,NA,Intestine,NA,NA,Glia
TCE5300_r,NA,NA,Hypodermis,Hypodermis,NA,Gonad
TCE5301_f,NA,NA,Pharynx,NA,NA,NA
TCE5303_f,Intestine,Intestine,NA,NA,NA,NA
TCE5304_f,NA,NA,NA,Hypodermis,NA,NA
TCE5305_f,Glia,Glia,Glia,NA,NA,NA
TCE5306_f,Glia,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Glia,Glia
TCE5307_f,Pharynx,Pharynx,Pharynx,NA,NA,NA
TCE5309_f,Intestine,Intestine,Intestine,NA,NA,NA
TCE5310_f,Pharynx,Intestine,Intestine,Intestine,Pharynx,Pharynx
TCE5311_r,NA,NA,Intestine,NA,NA,NA
TCE5312_f,Intestine,Intestine,Intestine,Gonad,Gonad,Gonad
TCE5312_r,NA,NA,Intestine,NA,NA,Gonad
TCE5313_f,Glia,NA,Gonad,NA,NA,NA
TCE5313_r,NA,NA,Intestine,NA,NA,NA
TCE5314_f,Intestine,Intestine,Intestine,Neurons,Neurons,NA
TCE5314_r,Intestine,Intestine,Intestine,NA,NA,NA
TCE5315_r,NA,NA,Intestine,NA,NA,NA
TCE5316_f,Intestine,Intestine,Neurons,Neurons,Neurons,Intestine
TCE5316_r,Intestine,Intestine,Neurons,Neurons,Neurons,Intestine
TCE5317_f,Body_wall_muscle,NA,Body_wall_muscle,Neurons,NA,Neurons
TCE5317_r,NA,NA,NA,Neurons,NA,NA
TCE5318_f,NA,Intestine,Intestine,NA,NA,Glia
TCE5318_r,NA,Intestine,Glia,NA,NA,NA
TCE5319_f,Glia,Glia,Glia,NA,Intestine,Gonad
TCE5319_r,Intestine,Intestine,Intestine,Neurons,Neurons,Neurons
TCE5320_f,Glia,Glia,Glia,Intestine,Intestine,Intestine
TCE5320_r,Intestine,Intestine,Intestine,NA,NA,Neurons
TCE5321_r,Intestine,NA,Intestine,Gonad,Gonad,Gonad
TCE5322_f,NA,NA,Gonad,NA,NA,Intestine
TCE5322_r,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,NA,NA
TCE5323_r,NA,NA,Gonad,Neurons,NA,Neurons
TCE5324_f,Hypodermis,NA,NA,NA,NA,NA
TCE5325_r,Hypodermis,NA,NA,NA,NA,NA
TCE5326_f,Hypodermis,Hypodermis,Hypodermis,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
TCE5327_r,Body_wall_muscle,Intestine,Intestine,Intestine,Body_wall_muscle,NA
TCE5328_f,NA,NA,NA,NA,NA,Gonad
TCE5328_r,Intestine,Intestine,Intestine,NA,NA,NA
TCE5329_f,NA,NA,Hypodermis,NA,NA,Intestine
TCE5329_r,NA,NA,Intestine,NA,NA,Hypodermis
TCE5331_f,NA,NA,Neurons,NA,NA,Body_wall_muscle
TCE5331_r,NA,Body_wall_muscle,Neurons,NA,Neurons,Body_wall_muscle
TCE5332_f,NA,NA,Body_wall_muscle,NA,NA,Neurons
TCE5332_r,NA,NA,Neurons,NA,NA,Body_wall_muscle
TCE5333_f,Intestine,Intestine,Intestine,NA,NA,NA
TCE5333_r,Glia,Glia,Glia,NA,NA,Hypodermis
TCE5334_r,NA,NA,Hypodermis,NA,NA,NA
TCE5335_f,Body_wall_muscle,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle
TCE5335_r,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
TCE5336_f,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
TCE5336_r,Hypodermis,Hypodermis,Hypodermis,Neurons,Neurons,Neurons
TCE5337_r,Intestine,Intestine,Intestine,NA,Neurons,Neurons
TCE5338_f,Neurons,Neurons,Neurons,Pharynx,Pharynx,Pharynx
TCE5338_r,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
TCE5339_r,Body_wall_muscle,NA,NA,Neurons,NA,NA
TCE5340_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
TCE5340_r,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
TCE5343_f,NA,NA,Hypodermis,NA,NA,NA
TCE5343_r,NA,NA,Hypodermis,NA,NA,NA
TCE5344_r,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
TCE5345_f,NA,NA,Neurons,Gonad,Gonad,Gonad
TCE5345_r,Pharynx,Pharynx,Pharynx,Hypodermis,Hypodermis,Hypodermis
TCE5348_f,NA,Intestine,Intestine,NA,Gonad,Gonad
TCE5348_r,Intestine,NA,Gonad,Gonad,NA,Intestine
TCE5349_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
TCE5349_r,NA,Hypodermis,NA,NA,NA,NA
TCE5350_f,Intestine,Intestine,Intestine,NA,Body_wall_muscle,NA
TCE5350_r,Intestine,Intestine,Intestine,NA,NA,NA
TCE5351_f,Hypodermis,Hypodermis,Hypodermis,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
TCE5351_r,Hypodermis,Hypodermis,Hypodermis,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
TCE5352_r,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
TCE5353_f,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,NA
TCE5353_r,Glia,NA,Intestine,NA,NA,Glia
TCE5354_f,Gonad,Gonad,Gonad,Neurons,Neurons,Neurons
TCE5354_r,Neurons,Neurons,Neurons,Glia,Glia,Glia
TCE5355_f,Hypodermis,Hypodermis,Hypodermis,Glia,Glia,Glia
TCE5355_r,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
TCE5356_r,Hypodermis,Hypodermis,Hypodermis,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
TCE5357_f,Hypodermis,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Hypodermis,Hypodermis
TCE5357_r,Hypodermis,Hypodermis,Hypodermis,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
TCE5358_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine
TCE5358_r,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine
TCE5359_f,Intestine,Intestine,Intestine,Body_wall_muscle,NA,NA
TCE5360_f,Hypodermis,Hypodermis,Hypodermis,Body_wall_muscle,Body_wall_muscle,NA
TCE5360_r,NA,NA,Intestine,Hypodermis,NA,Hypodermis
TCE5361_f,Intestine,Intestine,Intestine,NA,NA,NA
TCE5361_r,Pharynx,Pharynx,Pharynx,Hypodermis,Hypodermis,Hypodermis
TCE5362_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine
TCE5362_r,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine
TCE5363_f,Hypodermis,Intestine,Intestine,Body_wall_muscle,NA,Hypodermis
TCE5363_r,NA,NA,Intestine,Hypodermis,NA,Hypodermis
TCE5365_f,NA,NA,Neurons,NA,NA,Body_wall_muscle
TCE5365_r,Hypodermis,Hypodermis,Hypodermis,Intestine,Intestine,Intestine
TCE5367_f,NA,NA,Glia,NA,NA,NA
TCE5367_r,NA,NA,Glia,NA,NA,NA
TCE5369_f,Hypodermis,Hypodermis,NA,NA,NA,NA
TCE5369_r,Intestine,NA,Hypodermis,NA,NA,Intestine
TCE5370_f,Pharynx,Pharynx,Pharynx,Hypodermis,Hypodermis,Hypodermis
TCE5370_r,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
TCE5371_f,Intestine,Intestine,NA,Body_wall_muscle,Body_wall_muscle,NA
TCE5372_f,Glia,NA,NA,NA,NA,NA
TCE5372_r,Intestine,Intestine,Intestine,Gonad,NA,Gonad
TCE5373_f,Hypodermis,Intestine,Intestine,Intestine,Hypodermis,Hypodermis
TCE5374_r,NA,NA,Gonad,NA,NA,Intestine
TCE5375_f,NA,Intestine,Intestine,NA,NA,NA
TCE5378_f,Intestine,Intestine,Intestine,NA,NA,NA
TCE5379_f,NA,NA,Neurons,NA,NA,Glia
TCE5383_f,Body_wall_muscle,Body_wall_muscle,Intestine,NA,NA,Body_wall_muscle
TCE5384_f,Intestine,Intestine,Intestine,NA,NA,NA
TCE5386_r,Intestine,Intestine,Intestine,NA,NA,NA
TCE5387_f,Intestine,Intestine,Intestine,NA,NA,NA
TCE5389_r,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,NA
TCE5390_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
TCE5391_r,NA,NA,Intestine,NA,NA,NA
TCE5392_r,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,NA
TCE5393_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,NA
TCE5394_r,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,NA
TCE5395_r,Intestine,Intestine,Intestine,NA,NA,NA
TCE5396_r,Intestine,Intestine,Pharynx,NA,NA,Intestine
TCE5397_f,Gonad,Gonad,Gonad,NA,Intestine,Intestine
TCE5398_r,Intestine,Intestine,Intestine,NA,NA,Pharynx
TCE5399_f,NA,NA,Intestine,NA,NA,NA
TCE5402_f,NA,Pharynx,Pharynx,NA,Neurons,NA
TCE5404_f,NA,NA,Intestine,NA,NA,NA
TCE5405_f,NA,Intestine,Intestine,NA,NA,Glia
TCE5405_r,Pharynx,Intestine,Pharynx,Intestine,Pharynx,Intestine
TCE5406_f,NA,NA,Intestine,NA,NA,Glia
TCE5407_f,NA,NA,Intestine,NA,NA,NA
TCE5408_f,Intestine,NA,Intestine,NA,NA,NA
TCE5408_r,Hypodermis,Intestine,Intestine,Intestine,Hypodermis,NA
TCE5409_f,Intestine,Intestine,Intestine,Glia,Glia,Glia
TCE5410_f,Intestine,Intestine,Intestine,NA,Neurons,Neurons
TCE5410_r,Intestine,NA,Intestine,NA,NA,NA
TCE5411_r,Intestine,NA,Intestine,NA,NA,NA
TCE5412_f,NA,NA,Neurons,NA,NA,Pharynx
TCE5412_r,NA,Intestine,Neurons,NA,NA,Intestine
TCE5413_f,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,NA
TCE5413_r,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
TCE5414_f,Glia,Intestine,Glia,Intestine,Glia,Intestine
TCE5414_r,Glia,Glia,Glia,NA,NA,Intestine
TCE5416_r,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine
TCE5504_f,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
TCE6002_r,Intestine,Intestine,Intestine,NA,NA,NA
TCE7728_f,Pharynx,Pharynx,Pharynx,Hypodermis,Hypodermis,Hypodermis
TCE9072_r,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,Intestine,Intestine
TCM0059_f,Hypodermis,Hypodermis,Hypodermis,Gonad,Gonad,Gonad
TCM0064_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
TCM0064_r,Hypodermis,Hypodermis,Intestine,Intestine,Intestine,Hypodermis
TCM0069_f,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis,Intestine
TCM0069_r,Hypodermis,Hypodermis,Hypodermis,Intestine,Intestine,Intestine
TCM0072_f,Body_wall_muscle,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle
TCM0072_r,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
TCM0073_f,Intestine,Intestine,Intestine,Glia,Glia,Glia
TCM0073_r,Intestine,Intestine,Intestine,NA,Hypodermis,NA
TCM0075_r,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
TCM0077_f,Intestine,NA,Intestine,NA,Pharynx,NA
TCM0089_f,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
TCM0094_f,NA,Body_wall_muscle,NA,NA,NA,NA
TCM0095_r,Intestine,Hypodermis,Intestine,NA,Intestine,NA
TCM0106_f,Gonad,Gonad,Gonad,Hypodermis,NA,NA
TCM0111_f,Hypodermis,Hypodermis,NA,Intestine,Intestine,NA
TCM0117_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine
TCM0117_r,Intestine,Intestine,Intestine,NA,NA,NA
TCM0119_f,Glia,Glia,Hypodermis,Hypodermis,Hypodermis,Glia
TCM0132_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine
TCM0132_r,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine
TCM0135_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine
TCM0135_r,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine
TCM0141_f,NA,Body_wall_muscle,NA,NA,NA,Intestine
TCM0144_f,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
TCM0145_f,Intestine,NA,NA,NA,NA,NA
TCM0162_f,Hypodermis,Hypodermis,Hypodermis,Gonad,Gonad,Gonad
TCM0170_f,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,NA
TCM0173_f,NA,Gonad,NA,NA,Pharynx,NA
TCM0174_f,Body_wall_muscle,NA,Gonad,Gonad,NA,Intestine
TCM0176_r,NA,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,NA
TCM0177_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine
TCM0190_r,NA,Intestine,Intestine,NA,Hypodermis,NA
TCM0192_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Neurons,Neurons,Neurons
TCM0192_r,Neurons,Neurons,Neurons,Intestine,Intestine,Intestine
TCM0196_f,Gonad,Gonad,Gonad,NA,Intestine,NA
